FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,SECURELVL
"10000282",PONDVILLE CORRECTIONAL CENTER,1 INDUSTRIES DR,NORFOLK,MA,"2056","-999",STATE,OPEN,"150",NORFOLK,USA,MINIMUM
"10004443",SOUTH MIDDLESEX CORRECTIONAL CENTER,135 WESTERN AVENUE,FRAMINGHAM,MA,"1701","-999",STATE,OPEN,"112",MIDDLESEX,USA,MINIMUM
"10002101",MCI - NORFOLK,2 CLARK ST,NORFOLK,MA,"2056","-999",STATE,OPEN,"1417",NORFOLK,USA,MEDIUM
"10001393",MCI - SHIRLEY,1 HARVARD RD,SHIRLEY,MA,"1464","-999",STATE,OPEN,"1476",MIDDLESEX,USA,MEDIUM
"10006576",WATCH WEST,P.O. BOX G,WARM SPRINGS,MT,"59756","-999",STATE,OPEN,"113",DEER LODGE,USA,NOT AVAILABLE
"10004449",NORTH CENTRAL CORRECTIONAL INSTITUTION,500 COLONY ROAD,GARDNER,MA,"1440","-999",STATE,OPEN,"959",WORCESTER,USA,MEDIUM
"10001279",FPC BRYAN,1100 URSULINE AVE,BRYAN,TX,"77803","-999",FEDERAL,OPEN,"897",BRAZOS,USA,MINIMUM
"10001401",LEMUEL SHATTUCK HOSPITAL CORRECTIONAL UNIT,180 MORTON ST,JAMAICA PLAIN,MA,"2130","-999",STATE,OPEN,"19",SUFFOLK,USA,MEDIUM
"10001408",MCI - CEDAR JUNCTION,2405 MAIN ST,SOUTH WALPOLE,MA,"2071","-999",STATE,OPEN,"711",NORFOLK,USA,MAXIMUM
"10004444",MCI - FRAMINGHAM,99 LORING DRIVE,FRAMINGHAM,MA,"1701","-999",STATE,OPEN,"478",MIDDLESEX,USA,MEDIUM
"10000192",CI REEVES COUNTY I & II,98 W COUNTY RD 204,PECOS,TX,"79772","-999",MULTI,OPEN,"1255",REEVES,USA,MINIMUM
"10003781",NORTHWEST NEW MEXICO CORRECTIONAL CENTER,1700 EAST OLD HIGHWAY 66,GRANTS,NM,"87020","-999",STATE,OPEN,"-999",CIBOLA,USA,MAXIMUM
"10001246",GUADALUPE COUNTY CORRECTIONAL FACILITY,SOUTH HWY 54,SANTA ROSA,NM,"88435","-999",STATE,OPEN,"588",GUADALUPE,USA,CLOSE
"10006612",NEW MEXICO BEHAVIORAL HEALTH INSTITUTE - FORENSIC DIVISION,3695 HOT SPRINGS BLVD,LAS VEGAS,NM,"87701","-999",STATE,OPEN,"-999",SAN MIGUEL,USA,MAXIMUM
"10001575",VIRGINIA CORRECTIONAL CENTER FOR WOMEN,2841 RIVER RD,GOOCHLAND,VA,"23063","-999",STATE,OPEN,"555",GOOCHLAND,USA,MEDIUM
"10003255",COLD SPRINGS CORRECTIONAL UNIT #10,221 SPITLER CIRCLE,GREENVILLE,VA,"24440","-999",STATE,OPEN,"109",AUGUSTA,USA,MINIMUM
"10002377",CAROLINE CORRECTIONAL UNIT #2,31285 CAMP RD,HANOVER,VA,"23069","-999",STATE,OPEN,"135",CAROLINE,USA,MINIMUM
"10001585",FCI PETERSBURG LOW CAMP,1100 RIVER RD,HOPEWELL,VA,"23860","-999",FEDERAL,OPEN,"288",PRINCE GEORGE,USA,MINIMUM
"10003602",MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVE SW,BISMARCK,ND,"58506","-999",STATE,OPEN,"187",BURLEIGH,USA,MINIMUM
"10006587",BISMARCK TRANSITION CENTER,2001 LEE AVENUE,BISMARCK,ND,"58504","-999",STATE,OPEN,"83",BURLEIGH,USA,MINIMUM
"10006588",NORTH DAKOTA STATE HOSPITAL - TOMPKINS REHABILITATION AND CORRECTIONS CENTER,2605 CIRCLE DRIVE,JAMESTOWN,ND,"58401","-999",STATE,OPEN,"102",STUTSMAN,USA,MINIMUM
"10002658",WOMEN'S STATE PRISON - UNIT E,3200 E STATE HWY 34,PIERRE,SD,"57501","-999",STATE,OPEN,"94",HUGHES,USA,MINIMUM
"10003201",WOODBOURNE CORRECTIONAL FACILITY,99 PRISON RD,WOODBOURNE,NY,"12788","1000",STATE,OPEN,"798",SULLIVAN,USA,MEDIUM
"10000165",FMC CARSWELL,"NAVAL AIR STATION, J ST",FORT WORTH,TX,"76127","-999",FEDERAL,OPEN,"1227",TARRANT,USA,MAXIMUM
"10003601",NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVE,BISMARCK,ND,"58506","5521",STATE,OPEN,"753",BURLEIGH,USA,MAXIMUM
"10003603",JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DR,JAMESTOWN,ND,"58401","-999",STATE,OPEN,"439",STUTSMAN,USA,MAXIMUM
"10001396",SOUZA-BARANOWSKI CORRECTIONAL CENTER,1 HARVARD RD,SHIRLEY,MA,"1464","-999",STATE,OPEN,"1075",WORCESTER,USA,MAXIMUM
"10002222",COLORADO CORRECTION INC 3905 RESIDENTIAL FACILTY,3950 NORTH NEVADA AVENUE,COLORADO SPRINGS,CO,"80907","-999",NOT AVAILABLE,OPEN,"-999",EL PASO,USA,MINIMUM
"10001235",MAT-SU PRETRIAL,339 EAST DOGWOOD AVENUE,PALMER,AK,"99645","-999",STATE,OPEN,"102",MATANUSKA-SUSITNA,USA,CLOSE
"10004593",FCI COLEMAN LOW,846 NORTHEAST 54TH TERRACE,SUMTERVILLE,FL,"33521","-999",FEDERAL,OPEN,"2415",SUMTER,USA,MINIMUM
"10006179",FCI MENDOTA,33500 WEST CALIFORNIA AVENUE,MENDOTA,CA,"93640","-999",FEDERAL,OPEN,"708",FRESNO,USA,MEDIUM
"10006180",FCI MENDOTA CAMP,33500 WEST CALIFORNIA AVENUE,MENDOTA,CA,"93640","-999",FEDERAL,OPEN,"82",FRESNO,USA,MINIMUM
"10003846",CHARLES EGELER RECEPTION & GUIDANCE CENTER,3855 COOPER ST,JACKSON,MI,"49201","7547",STATE,OPEN,"950",JACKSON,USA,MEDIUM
"10000874",WESTERN REGION DETENTION FACILITY,220 WEST C STREET,SAN DIEGO,CA,"92101","-999",FEDERAL,OPEN,"733",SAN DIEGO,USA,MAXIMUM
"10004659",FCI ENGLEWOOD,9595 WEST QUINCY AVE,LITTLETON,CO,"80123","-999",FEDERAL,OPEN,"637",JEFFERSON,USA,MINIMUM
"10004660",FCI ENGLEWOOD DETENTION CENTER,9595 WEST QUINCY AVENUE,LITTLETON,CO,"80123","-999",FEDERAL,OPEN,"175",JEFFERSON,USA,MINIMUM
"10004592",USP COLEMAN I,846 NORTHEAST 54TH TERRACE,SUMTERVILLE,FL,"33521","-999",FEDERAL,OPEN,"1245",SUMTER,USA,MAXIMUM
"10001364",BELLAMY CREEK CORRECTIONAL FACILITY,1727 W BLUEWATER HWY,IONIA,MI,"48846","-999",STATE,OPEN,"1753",IONIA,USA,CLOSE
"10002506",WASHINGTON STATE PENITENTIARY,1313 N 13TH AVE,WALLA WALLA,WA,"99362","-999",STATE,OPEN,"2593",WALLA WALLA,USA,MAXIMUM
"10003068",FCI ALLENWOOD MEDIUM,"RT. 15, 2 MILES N OF ALLENWOOD",WHITE DEER,PA,"17810","-999",FEDERAL,OPEN,"1231",UNION,USA,MEDIUM
"10003616",FCI FORREST CITY LOW CAMP,1400 DALE BUMPERS ROAD,FORREST CITY,AR,"72335","-999",FEDERAL,OPEN,"260",ST. FRANCIS,USA,MINIMUM
"10006992",WESTERN VIRGINIA REGIONAL JAIL,5885 W RIVER RD,SALEM,VA,"24153","-999",STATE,OPEN,"883",ROANOKE,USA,MAXIMUM
"10003383",STARK REGIONAL COMMUNITY CORRECTION CENTER,4433 LESH ST,LOUISVILLE,OH,"44641","-999",STATE,OPEN,"-999",STARK,USA,MINIMUM
"10000264",ALGER CORRECTIONAL FACILITY,N6141 INDUSTRIAL PARK DR,MUNISING,MI,"49862","-999",STATE,OPEN,"886",ALGER,USA,MAXIMUM
"10007015",ELMHURST HOSPITAL PRISON WARD,79-01 BROADWAY,QUEENS,NY,"11373","-999",STATE,OPEN,"-999",QUEENS,USA,NOT AVAILABLE
"10000149",HOLMAN CORRECTIONAL FACILITY,866 ROSS RD,ATMORE,AL,"36503","-999",STATE,OPEN,"700",ESCAMBIA,USA,CLOSE
"10003698",DECATUR COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1401 STATE HIGHWAY 20 WEST,DECATUR,AL,"35601","-999",STATE,OPEN,"555",MORGAN,USA,MINIMUM
"10000142",CAMDEN COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1780 ALABAMA HWY 221,CAMDEN,AL,"36726","-999",STATE,OPEN,"93",WILCOX,USA,MINIMUM
"10001226",ELBA COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1620 BOSWELL ST,ELBA,AL,"36323","-999",STATE,OPEN,"130",COFFEE,USA,MINIMUM
"10001214",ELMORE CORRECTIONAL FACILITY,3520 MARION SPILLWAY ROAD,ELMORE,AL,"36025","-999",STATE,OPEN,"1161",ELMORE,USA,MEDIUM
"10001954",BIBB CORRECTIONAL FACILITY,565 BIBB LANE,BRENT,AL,"35034","-999",STATE,OPEN,"1808",BIBB,USA,MEDIUM
"10000129",LIMESTONE CORRECTIONAL FACILITY,28779 NICK DAVIS RD,HARVEST,AL,"35749","-999",STATE,OPEN,"2107",LIMESTONE,USA,CLOSE
"10000140",STATON CORRECTIONAL FACILITY,2690 MARION SPILLWAY RD,ELMORE,AL,"36025","-999",STATE,OPEN,"1303",ELMORE,USA,MEDIUM
"10000278",COOPER STREET CORRECTIONAL FACILITY,3100 COOPER ST,JACKSON,MI,"49201","-999",STATE,OPEN,"1739",JACKSON,USA,MINIMUM
"10001957",FOUNTAIN CORRECTIONAL FACILITY,9677 AL HWY 21 N,ATMORE,AL,"36503","3800",STATE,OPEN,"1136",ESCAMBIA,USA,MEDIUM
"10000132",DONALDSON CORRECTIONAL FACILITY,100 WARRIOR LN,BESSEMER,AL,"35023","7299",STATE,OPEN,"1386",JEFFERSON,USA,CLOSE
"10001223",BULLOCK CORRECTIONAL FACILITY,104 BULLOCK DR,UNION SPRINGS,AL,"36089","-999",STATE,OPEN,"1343",BULLOCK,USA,MEDIUM
"10006194",USP ATWATER CAMP,1 FEDERAL WAY,ATWATER,CA,"95301","-999",FEDERAL,OPEN,"101",MERCED,USA,MINIMUM
"10003978",ICE FLORENCE SPC,3250 N. PINAL PARKWAY,FLORENCE,AZ,"85132","-999",FEDERAL,OPEN,"384",PINAL,USA,NOT AVAILABLE
"10001981",CI EDEN,702 E BROADWAY ST,EDEN,TX,"76837","-999",MULTI,OPEN,"0",CONCHO,USA,MINIMUM
"10004622",BRADENTON BRIDGE,2104 63RD AVENUE EAST,BRADENTON,FL,"34203","5012",STATE,OPEN,"116",MANATEE,USA,MINIMUM
"10002142",WHEELER CORRECTIONAL FACILITY,195 NORTH BROAD STREET,ALAMO,GA,"30411","-999",STATE,OPEN,"2636",WHEELER,USA,MEDIUM
"10005378",FCI DANBURY CAMP,ROUTE 37,DANBURY,CT,"6811","-999",FEDERAL,OPEN,"173",FAIRFIELD,USA,MINIMUM
"10001384",SPECIAL ALTERNATIVE INCARCERATION FACILITY,18901 WATERLOO RD,CHELSEA,MI,"48118","-999",STATE,OPEN,"137",WASHTENAW,USA,MINIMUM
"10002800",FCI LA TUNA CAMP,8500 DONIPHAN DR,ANTHONY,TX,"79821","-999",FEDERAL,OPEN,"210",EL PASO,USA,MINIMUM
"10003764",KETCHIKAN CORRECTIONAL CENTER,1201 SCHOENBAR RD.,KETCHIKAN,AK,"99901","6270",STATE,OPEN,"49",KETCHIKAN GATEWAY,USA,NOT AVAILABLE
"10006386",GOOSE CREEK CORRECTIONAL CENTER,22301 WEST ALSOP ROAD,WASILLA,AK,"99623","-999",STATE,OPEN,"1125",MATANUSKA-SUSITNA,USA,MEDIUM
"10002108",PAULDING PROBATION DETENTION CENTER,1295 N INDUSTRIAL BLVD,DALLAS,GA,"30132","-999",STATE,OPEN,"150",PAULDING,USA,MINIMUM
"10005201",TURNER,514 SOUTH RAILROAD AVE,SYCAMORE,GA,"31790","-999",STATE,OPEN,"1",TURNER,USA,MEDIUM
"10006672",APPALACHIAN DETENTION AND DIVERSION CENTER,924 CLIFTON FARM ROAD,HONAKER,VA,"24260","-999",STATE,OPEN,"53",RUSSELL,USA,MINIMUM
"10000565",KIT CARSON CORRECTIONAL FACILITY,49777 COUNTY ROAD V,BURLINGTON,CO,"80807","-999",STATE,OPEN,"0",KIT CARSON,USA,MEDIUM
"10001241",LEMON CREEK CORRECTIONAL CENTER,2000 LEMON CREEK RD,JUNEAU,AK,"99801","-999",STATE,OPEN,"209",JUNEAU,USA,MAXIMUM
"10000757",GROVELAND ANNEX,7000 SONYEA RD,SONYEA,NY,"14556","-999",STATE,OPEN,"0",LIVINGSTON,USA,MINIMUM
"10003284",CHESTERFIELD WOMEN'S DETENTION AND DIVERSION CENTER,7000 COURTHOUSE RD,CHESTERFIELD,VA,"23832","-999",STATE,OPEN,"84",CHESTERFIELD,USA,MINIMUM
"10003256",COLD SPRINGS DETENTION AND DIVERSION CENTER,192 SPITLER CIRCLE,GREENVILLE,VA,"24440","-999",STATE,OPEN,"112",AUGUSTA,USA,MINIMUM
"10003247",HARRISONBURG DETENTION AND DIVERSION CENTER,6624 BEARD WOODS LANE,HARRISONBURG,VA,"22802","-999",STATE,OPEN,"115",ROCKINGHAM,USA,MINIMUM
"10003253",STAFFORD DETENTION AND DIVERSION CENTER,384 ESKIMO HILL RD,STAFFORD,VA,"22554","-999",STATE,OPEN,"109",STAFFORD,USA,MINIMUM
"10000092",NORTHEAST CORRECTIONAL COMPLEX WORK CAMP,1266 US ROUTE 5,ST. JOHNSBURY,VT,"5819","-999",STATE,OPEN,"55",CALEDONIA,USA,MINIMUM
"10003076",FCI SCHUYLKILL CAMP,INTERSTATE 81 & 901 W,MINERSVILLE,PA,"17954","-999",FEDERAL,OPEN,"210",SCHUYLKILL,USA,MINIMUM
"10003066",USP ALLENWOOD,"RT. 15, 2 MILES N OF ALLENWOOD",ALLENWOOD,PA,"17810","-999",FEDERAL,OPEN,"775",UNION,USA,MAXIMUM
"10003116",FDC PHILADELPHIA,700 ARCH ST,PHILADELPHIA,PA,"19106","-999",FEDERAL,OPEN,"955",PHILADELPHIA,USA,MAXIMUM
"10003075",FCI SCHUYLKILL,INTERSTATE 81 & 901 W,MINERSVILLE,PA,"17954","-999",FEDERAL,OPEN,"947",SCHUYLKILL,USA,MEDIUM
"10005949",NORTHWEST COMMUNITY CORRECTIONS CENTER,1740 E GYPSY LANE RD,BOWLING GREEN,OH,"43402","-999",STATE,OPEN,"54",WOOD,USA,MINIMUM
"10006979",ELGIN TREATMENT CENTER,750 SOUTH STATE STREET,ELGIN,IL,"60123","-999",STATE,OPEN,"18",KANE,USA,MAXIMUM
"10000274",WOODLAND CENTER CORRECTIONAL FACILITY,9036 E. M-36,WHITMORE LAKE,MI,"48189","-999",STATE,OPEN,"336",LIVINGSTON,USA,MAXIMUM
"10002913",FCI THREE RIVERS,US HWY 72 W,THREE RIVERS,TX,"78071","-999",FEDERAL,OPEN,"1020",LIVE OAK,USA,MEDIUM
"10002914",FCI THREE RIVERS CAMP,US HWY 72 W,THREE RIVERS,TX,"78071","-999",FEDERAL,OPEN,"244",LIVE OAK,USA,MINIMUM
"10002701",FCI ESTILL CAMP,100 PRISON RD,ESTILL,SC,"29918","-999",FEDERAL,OPEN,"242",HAMPTON,USA,MINIMUM
"10002801",FSL LA TUNA (EL PASO),OLD IRONSIDES DRIVE BUILDING 11636,EL PASO,TX,"79906","-999",FEDERAL,OPEN,"251",EL PASO,USA,MINIMUM
"10002872",FDC HOUSTON,1200 TEXAS AVE,HOUSTON,TX,"77002","-999",FEDERAL,OPEN,"808",HARRIS,USA,MAXIMUM
"10002860",FCI BEAUMONT LOW,5560 KNAUTH ROAD,BEAUMONT,TX,"77705","-999",FEDERAL,OPEN,"2163",JEFFERSON,USA,MINIMUM
"10000269",THUMB CORRECTIONAL FACILITY,3225 JOHN CONLEY DR,LAPEER,MI,"48446","-999",STATE,OPEN,"1106",LAPEER,USA,MEDIUM
"10003196",ULSTER CORRECTIONAL FACILITY,750 BERME RD,NAPANOCH,NY,"12458","800",STATE,OPEN,"785",ULSTER,USA,MEDIUM
"10003200",SULLIVAN CORRECTIONAL FACILITY,325 RIVERSIDE DR,FALLSBURG,NY,"12733","116",STATE,OPEN,"439",SULLIVAN,USA,MAXIMUM
"10002298",ADULT DIAGNOSTIC AND TREATMENT CENTER,"8 PRODUCTION WAY, P.O. BOX 190",WOODBRIDGE,NJ,"7095","-999",STATE,OPEN,"491",MIDDLESEX,USA,NOT AVAILABLE
"10000760",LAKEVIEW SHOCK INCARCERATION CF - ANNEX,9300 LAKE AVE,BROCTON,NY,"14716","-999",STATE,OPEN,"0",CHAUTAUQUA,USA,MEDIUM
"10003144",ORLEANS CORRECTIONAL FACILITY,3531 GAINES BASIN RD,ALBION,NY,"14411","9199",STATE,OPEN,"993",ORLEANS,USA,MEDIUM
"10003145",ALBION CORRECTIONAL FACILITY,3595 STATE SCHOOL RD,ALBION,NY,"14411","9399",STATE,OPEN,"1083",ORLEANS,USA,MEDIUM
"10003227",QUEENSBORO CORRECTIONAL FACILITY,47-04 VAN DAM ST,LONG ISLAND CITY,NY,"11101","3081",STATE,OPEN,"217",QUEENS,USA,MINIMUM
"10003124",OGDENSBURG CORRECTIONAL FACILITY,ONE CORRECTION WAY,OGDENSBURG,NY,"13669","2288",STATE,OPEN,"584",ST. LAWRENCE,USA,MEDIUM
"10001518",BAYSIDE STATE PRISON FARM,4293 STATE ROUTE 47,LEESBURG,NJ,"8327","-999",STATE,OPEN,"512",CUMBERLAND,USA,MINIMUM
"10003135",FCI RAY BROOK,128 RAY BROOK RD,RAY BROOK,NY,"12977","-999",FEDERAL,OPEN,"628",ESSEX,USA,MEDIUM
"10003202",FCI OTISVILLE,TWO MILE DR,OTISVILLE,NY,"10963","-999",FEDERAL,OPEN,"588",ORANGE,USA,MEDIUM
"10003175",WYOMING CORRECTIONAL FACILITY,3203 DUNBAR RD,ATTICA,NY,"14011","501",STATE,OPEN,"1392",WYOMING,USA,MEDIUM
"10006365",PHILADELPHIA CCC #4,1628-1630 NORTH 15TH STREET,PHILADELPHIA,PA,"19121","-999",STATE,OPEN,"0",PHILADELPHIA,USA,MINIMUM
"10003138",WATERTOWN CORRECTIONAL FACILITY,23147 SWAN RD,WATERTOWN,NY,"13601","9340",STATE,OPEN,"526",JEFFERSON,USA,MEDIUM
"10001068",PLAINFIELD CORRECTIONAL FACILITY,727 MOON RD,PLAINFIELD,IN,"46168","-999",STATE,OPEN,"1650",HENDRICKS,USA,MEDIUM
"10005599",INDIANA STATE PRISON,1 PARK ROW,MICHIGAN CITY,IN,"46360","-999",STATE,OPEN,"2300",LAPORTE,USA,MAXIMUM
"10000754",FIVE POINTS CORRECTIONAL FACILITY,6600 STATE ROUTE 96,ROMULUS,NY,"14541","-999",STATE,OPEN,"1259",SENECA,USA,MAXIMUM
"10003235",MCC NEW YORK,150 PARK ROW,NEW YORK,NY,"10007","-999",FEDERAL,OPEN,"767",NEW YORK,USA,MAXIMUM
"10006320",QUEENS DETENTION FACILITY,182-22 150TH AVENUE,JAMAICA,NY,"11413","-999",FEDERAL,OPEN,"-999",QUEENS,USA,NOT AVAILABLE
"10000763",SHAWANGUNK CORRECTIONAL FACILITY,200 QUICK RD,WALLKILL,NY,"12589","750",STATE,OPEN,"541",ULSTER,USA,MAXIMUM
"10002281",CAYUGA CORRECTIONAL FACILITY,2202 STATE ROUTE 38A,MORAVIA,NY,"13118","1150",STATE,OPEN,"926",CAYUGA,USA,MEDIUM
"10004916",RIVERSIDE RESIDENTIAL CENTER,1415 N PENNSYLVANIA ST,INDIANAPOLIS,IN,"46202","-999",NOT AVAILABLE,NOT AVAILABLE,"-999",MARION,USA,MINIMUM
"10004241",FCI YAZOO CITY LOW CAMP,2225 HALEY BARBOUR PARKWAY,YAZOO CITY,MS,"39194","-999",FEDERAL,OPEN,"179",YAZOO,USA,MINIMUM
"10006598",ANN KLEIN FORENSIC CENTER,STUYVESANT AVENUE,WEST TRENTON,NJ,"8628","-999",STATE,OPEN,"193",MERCER,USA,NOT AVAILABLE
"10003993",EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,"30 COUNTY RD 513, P.O. BOX 4004",CLINTON,NJ,"8809","-999",STATE,OPEN,"646",HUNTERDON,USA,MAXIMUM
"10001516",MID-STATE CORRECTIONAL FACILITY,866 RANGE RD,WRIGHTSTOWN,NJ,"8562","-999",STATE,OPEN,"-999",BURLINGTON,USA,MEDIUM
"10004003",NEW JERSEY STATE PRISON,600 CASS ST,TRENTON,NJ,"8608","-999",STATE,OPEN,"1587",MERCER,USA,MAXIMUM
"10003990",NORTHERN STATE PRISON,168 FRONTAGE RD,NEWARK,NJ,"7114","-999",STATE,OPEN,"2378",ESSEX,USA,MEDIUM
"10004018",BAYSIDE STATE PRISON,4293 RTE 47,LEESBURG,NJ,"8327","-999",STATE,OPEN,"1143",CUMBERLAND,USA,MEDIUM
"10002305",BAYSIDE STATE PRISON - ANCORA,301 SPRING GARDEN RD,HAMMONDTON,NJ,"8037","-999",STATE,OPEN,"254",CAMDEN,USA,MINIMUM
"10003996",EAST JERSEY STATE PRISON,1100 WOODBRIDGE RD,RAHWAY,NJ,"7065","-999",STATE,OPEN,"1203",MIDDLESEX,USA,MAXIMUM
"10004002",CRAF JONES FARM,721 BEAR TAVERN RD,TRENTON,NJ,"8628","-999",STATE,OPEN,"149",MERCER,USA,MINIMUM
"10001925",GOODMAN CORRECTIONAL INSTITUTION,4556 BROAD RIVER RD,COLUMBIA,SC,"29210","-999",STATE,OPEN,"436",RICHLAND,USA,MINIMUM
"10001590",NOTTOWAY WORK CENTER,2892 SCHUTT RD,BURKEVILLE,VA,"23922","-999",STATE,OPEN,"195",NOTTOWAY,USA,MINIMUM
"10000356",HOLMES CORRECTIONAL INSTITUTION,3142 THOMAS DR,BONIFAY,FL,"32425","190",STATE,OPEN,"1197",HOLMES,USA,CLOSE
"10000187",COFFIELD UNIT,2661 FM 2054,TENNESSEE COLONY,TX,"75884","-999",STATE,OPEN,"4100",ANDERSON,USA,MAXIMUM
"10001091",IOWA MEDICAL & CLASSIFICATION CENTER,2700 CORAL RIDGE AVE,CORALVILLE,IA,"52241","-999",STATE,OPEN,"894",JOHNSON,USA,MEDIUM
"10001090",NEWTON CORRECTIONAL FACILITY,307 SOUTH 60TH AVENUE WEST,NEWTON,IA,"50208","-999",STATE,OPEN,"1292",JASPER,USA,MEDIUM
"10004024",FCI CUMBERLAND,14601 BURBRIDGE RD SE,CUMBERLAND,MD,"21502","-999",FEDERAL,OPEN,"1011",ALLEGANY,USA,MEDIUM
"10001936",BUTTE PRE-RELEASE / WOMEN'S TRANSITIONAL CENTER,62 W BROADWAY ST,BUTTE,MT,"59701","-999",STATE,OPEN,"204",SILVER BOW,USA,MINIMUM
"10003465","UTAH STATE PRISON, DRAPER - SOUTH COMPLEX",14425 BITTERBRUSH LANE,DRAPER,UT,"84020","-999",STATE,OPEN,"1839",SALT LAKE,USA,MAXIMUM
"10002617",CENTRAL UTAH CORRECTIONAL FACILITY,255 E 300 N ST,GUNNISON,UT,"84634","-999",STATE,OPEN,"1700",SANPETE,USA,MAXIMUM
"10001080",NORTH CENTRAL CORRECTIONAL FACILITY,313 LANEDALE,ROCKWELL CITY,IA,"50579","-999",STATE,OPEN,"485",CALHOUN,USA,MINIMUM
"10001082",ANAMOSA STATE PENITENTIARY,406 N HIGH ST,ANAMOSA,IA,"52205","-999",STATE,OPEN,"927",JONES,USA,MAXIMUM
"10002616",UTAH COUNTY JAIL,3075 N MAIN ST,SPANISH FORK,UT,"84660","-999",FEDERAL,OPEN,"689",UTAH,USA,MAXIMUM
"10003464","UTAH STATE PRISON, DRAPER - NORTH COMPLEX",WEST 13800 SOUTH,DRAPER,UT,"84020","-999",STATE,OPEN,"994",SALT LAKE,USA,MAXIMUM
"10000258",WELLS CONSERVATION CAMP,HC 67-50,WELLS,NV,"89835","-999",STATE,OPEN,"142",ELKO,USA,MINIMUM
"10006328",EVERGLADES RE-ENTRY CENTER,1601 S.W. 187TH AVENUE,MIAMI,FL,"33194","-999",STATE,OPEN,"386",MIAMI-DADE,USA,NOT AVAILABLE
"10000409",MAYO CORRECTIONAL INSTITUTION ANNEX,8784 US HWY 27 W,MAYO,FL,"32066","3458",STATE,OPEN,"1104",LAFAYETTE,USA,CLOSE
"10000525",FORT MYERS WORK CAMP,2575 ORTIZ AVE,FORT MYERS,FL,"33994","1107",STATE,OPEN,"115",LEE,USA,NOT AVAILABLE
"10001866",WOMEN'S RESIDENTIAL CORRECTIONAL FACILITY,1917 HICKMAN ROAD,DES MOINES,IA,"50314","-999",STATE,OPEN,"49",POLK,USA,NOT AVAILABLE
"10006614",STEIN FORENSIC UNIT,6161 WEST CHARLESTON BLVD,LAS VEGAS,NV,"89146","-999",STATE,OPEN,"12",CLARK,USA,MAXIMUM
"10003800",ELY CONSERVATION CAMP,HC 10 BOX 10813,ELY,NV,"89301","-999",STATE,OPEN,"125",WHITE PINE,USA,MINIMUM
"10003014",CASA GRANDE TRANSITIONAL HOUSING,3955 W RUSSELL RD,LAS VEGAS,NV,"89118","2316",STATE,OPEN,"331",CLARK,USA,MINIMUM
"10004143",ODOM CORRECTIONAL INSTITUTION,485 ODOM RD,JACKSON,NC,"27845","36",STATE,OPEN,"462",NORTHAMPTON,USA,MINIMUM
"10004146",WARREN CORRECTIONAL INSTITUTION,379 COLLINS RD,MANSON,NC,"27553","-999",STATE,OPEN,"667",WARREN,USA,CLOSE
"10002998",TONOPAH CONSERVATION CAMP,"HC 76, BOX 8045",TONOPAH,NV,"89049","-999",STATE,OPEN,"147",NYE,USA,MINIMUM
"10002941",LOPEZ STATE JAIL,1203 EL CIBOLO RD,EDINBURG,TX,"78542","-999",STATE,OPEN,"1002",HIDALGO,USA,MEDIUM
"10000186",MICHAEL STATE PRISON,2664 FM 2054,TENNESSEE COLONY,TX,"75886","-999",STATE,OPEN,"2902",ANDERSON,USA,MAXIMUM
"10000205",POLUNSKY PRISON,3872 FM 350 S,LIVINGSTON,TX,"77351","-999",STATE,OPEN,"2956",POLK,USA,MAXIMUM
"10000257",DEER RIDGE CORRECTIONAL INSTITUTION,3920 EAST ASHWOOD RD,MADRAS,OR,"97741","-999",STATE,OPEN,"940",JEFFERSON,USA,MEDIUM
"10006377",JOHNSTOWN CCC,301 WASHINGTON STREET,JOHNSTOWN,PA,"15901","-999",STATE,OPEN,"0",CAMBRIA,USA,MINIMUM
"10006379",PROGRESS CCC,179 PROGRESS AVENUE,WAYNESBURG,PA,"15370","8090",STATE,OPEN,"0",GREENE,USA,MINIMUM
"10001586",FCI PETERSBURG MEDIUM,1060 RIVER RD,HOPEWELL,VA,"23860","-999",FEDERAL,OPEN,"1601",PRINCE GEORGE,USA,MEDIUM
"10001582",CENTRAL VIRGINIA CORRECTIONAL UNIT #13,6900 COURTHOUSE RD,CHESTERFIELD,VA,"23832","-999",STATE,OPEN,"140",CHESTERFIELD,USA,MINIMUM
"10005554",LEFLORE COUNTY RESTITUTION CENTER,308 STATE HIGHWAY 7 NORTH REAR,GREENWOOD,MS,"38930","-999",STATE,OPEN,"5",LEFLORE,USA,MINIMUM
"10001816",EAST MISSISSIPPI CORRECTIONAL FACILITY,10641 HWY 80 W,MERIDIAN,MS,"39307","-999",STATE,OPEN,"1266",LAUDERDALE,USA,MAXIMUM
