,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature,max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
249,A19900602_2100_000000000000000001cd,6/2/1990 21:00,10002914,21,FCI THREE RIVERS CAMP,1990,100402.47,0.0150564,41.32,114.0138195,29.55928694,Danger,6/2/1990,101.6252968846739
256,A19900602_2100_00000000000000000477,6/2/1990 21:00,10002916,21,GARZA WEST TRANSFER FACILITY,1990,100476.71,0.0163672,39.0,111.085369,36.27911744,Danger,6/2/1990,99.95531139108697
255,A19900602_2100_00000000000000000476,6/2/1990 21:00,10002917,21,GARZA EAST TRANSFER FACILITY,1990,100476.71,0.0163672,39.0,111.085369,36.27911744,Danger,6/2/1990,99.95531139108697
237,A19900602_2100_00000000000000000468,6/2/1990 21:00,10002920,21,COTULLA TRANSFER FACILITY,1990,99442.47,0.0129376,41.58,110.8430108,24.94553607,Danger,6/2/1990,100.88279231652173
257,A19900602_2100_00000000000000000479,6/2/1990 21:00,10002928,21,GLOSSBRENNER PRISON-SAFPF,1990,99839.91,0.0155928,40.18,112.2249464,32.30024093,Danger,6/2/1990,99.88626882706522
219,A19900602_1800_000000000000000005ed,6/2/1990 18:00,10002940,18,SEGOVIA PRE-RELEASE FACILITY,1990,101048.52,0.0169139,38.49,111.0859969,38.70312947,Danger,6/2/1990,101.09129873304347
210,A19900602_1800_0000000000000000000e,6/2/1990 18:00,10002941,18,LOPEZ STATE JAIL,1990,101048.52,0.0169139,38.49,111.0859969,38.70312947,Danger,6/2/1990,101.09129873304347
6114,A19900710_1800_0000000000000000043c,7/10/1990 18:00,10003492,18,NORTHEAST CORRECTIONAL COMPLEX-MAIN,1990,92291.89,0.0179698,28.1,86.85016021,67.1042133,Caution,7/10/1990,75.96528789728261
2666,A19900618_1800_00000000000000000447,6/18/1990 18:00,10003496,18,NORTHWEST CORRECTIONAL COMPLEX,1990,100439.33,0.0197332,34.8,107.6511591,54.5489862,Danger,6/18/1990,93.55428058565218
12332,A19900819_1800_0000000000000000043b,8/19/1990 18:00,10003507,18,MORGAN COUNTY CORRECTIONAL COMPLEX,1990,97168.89,0.0187333,31.72,97.41613774,59.69839155,Extreme Caution,8/19/1990,85.11361556586957
13892,A19900829_1800_0000000000000000044f,8/29/1990 18:00,10003538,18,SOUTH CENTRAL CORRECTIONAL CENTER,1990,99047.24,0.0175635,35.24,104.1223068,46.9780753,Danger,8/29/1990,90.98257449293477
14031,A19900829_2100_000000000000000002ce,8/29/1990 21:00,10003539,21,WEST TENNESSEE DETENTION FACILITY,1990,99861.2,0.0113573,40.54003906,106.4172376,23.33156199,Danger,8/29/1990,94.1001059527174
4864,A19900702_1800_000000000000000003ea,7/2/1990 18:00,10003542,18,FCI MEMPHIS CAMP,1990,100135.4,0.0198409,34.51,107.0486024,55.5538845,Danger,7/2/1990,94.60185836032609
2718,A19900618_2100_00000000000000000505,6/18/1990 21:00,10005113,21,FCI TEXARKANA,1990,100445.25,0.0209375,34.52,109.4459631,58.61367439,Danger,6/18/1990,97.89067594358696
2719,A19900618_2100_000000000000000002ba,6/18/1990 21:00,10005114,21,FCI TEXARKANA CAMP,1990,100445.25,0.0209375,34.52,109.4459631,58.61367439,Danger,6/18/1990,97.89067594358696
13558,A19900826_2100_00000000000000000485,8/26/1990 21:00,10005130,21,TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,1990,101677.34,0.0207869,30.98,100.6415775,71.92964247,Extreme Caution,8/26/1990,93.48353746608696
3508,A19900623_2100_000000000000000002cd,6/23/1990 21:00,10006238,21,FCI BASTROP CAMP,1990,99578.13,0.0128717,40.87,109.2500688,25.80982108,Danger,6/23/1990,100.33844168152174
13947,A19900829_2100_000000000000000002a4,8/29/1990 21:00,10006298,21,FCI SEAGOVILLE CAMP,1990,99580.24,0.0125785,40.73003906,108.5106583,25.42964969,Danger,8/29/1990,99.61990807163045
234,A19900602_2100_000000000000000004fe,6/2/1990 21:00,10006300,21,CHASE FIELD WILDERNESS UNIT,1990,100653.35,0.016442,39.16,111.6432865,36.18918487,Danger,6/2/1990,100.35668539304348
12341,A19900819_1800_00000000000000000456,8/19/1990 18:00,10006664,18,TROUSDALE TURNER CORRECTIONAL CENTER,1990,99589.37,0.0184413,34.19,103.4460615,52.45856793,Danger,8/19/1990,89.92771803826088
18163,A19910625_2100_00000000000000000469,6/25/1991 21:00,10000151,21,DALHART PRISON,1991,87647.74,0.0094454,37.35,96.6093061,20.32250369,Extreme Caution,6/25/1991,88.12258412184782
20068,A19910707_2100_0000000000000000048c,7/7/1991 21:00,10000152,21,JORDAN PRISON,1991,90378.39,0.010152,35.9,94.62193021,24.34117085,Extreme Caution,7/7/1991,88.62512217717392
18158,A19910625_2100_00000000000000000465,6/25/1991 21:00,10000154,21,CLEMENTS PRISON,1991,89245.18,0.0106386,36.13,95.34753068,24.84067103,Extreme Caution,6/25/1991,88.25445605304348
17152,A19910618_2100_000000000000000000b1,6/18/1991 21:00,10000155,21,TULIA TRANSFER FACILITY,1991,89475.35,0.0128399,34.84,94.80033866,32.09781676,Extreme Caution,6/18/1991,88.12534404967391
22126,A19910720_2100_000000000000000005e8,7/20/1991 21:00,10000156,21,ROACH UNIT,1991,94755.68,0.010714,39.18,102.1030137,22.49836596,Extreme Caution,7/20/1991,94.64787614565218
22105,A19910720_2100_00000000000000000159,7/20/1991 21:00,10000157,21,LINDSEY STATE JAIL,1991,97164.0,0.0111832,40.0,104.6585999,23.01716036,Danger,7/20/1991,96.22155193010869
17543,A19910621_2100_0000000000000000025f,6/21/1991 21:00,10000159,21,CI GILES W DALBY,1991,92462.74,0.0143945,35.67,98.71062681,35.37826801,Extreme Caution,6/21/1991,92.1166231398913
17141,A19910618_2100_00000000000000000153,6/18/1991 21:00,10000160,21,RUDD TRANSFER FACILITY,1991,89888.15,0.0099075,37.48,97.42083734,21.68190631,Extreme Caution,6/18/1991,89.45061332706523
17750,A19910622_2100_0000000000000000048b,6/22/1991 21:00,10000161,21,JOHNSTON SAFPF,1991,99288.39,0.0191368,33.06003906,101.9519222,57.71541472,Extreme Caution,6/22/1991,95.50010663413043
21593,A19910717_2100_000000000000000002d3,7/17/1991 21:00,10000163,21,FMC FORT WORTH,1991,99025.44,0.0125551,39.68,106.1284812,26.69805039,Danger,7/17/1991,98.42578891902176
21591,A19910717_2100_0000000000000000018d,7/17/1991 21:00,10000165,21,FMC CARSWELL,1991,99022.24,0.0125043,39.73,106.1628662,26.52142901,Danger,7/17/1991,98.48883469304347
21260,A19910715_2100_00000000000000000300,7/15/1991 21:00,10000172,21,FCI SEAGOVILLE,1991,100153.66,0.0137121,38.64,105.7911501,31.09647636,Danger,7/15/1991,98.7129668076087
17605,A19910621_2100_0000000000000000046a,6/21/1991 21:00,10000174,21,PRICE DANIEL UNIT,1991,92755.86,0.0149073,35.22,98.45462182,37.63124922,Extreme Caution,6/21/1991,91.69704004956522
22127,A19910720_2100_000000000000000005e9,7/20/1991 21:00,10000175,21,ROBERTSON PRISON,1991,95401.44,0.0108872,38.84,101.6925894,23.43286373,Extreme Caution,7/20/1991,94.54235988086955
21945,A19910719_2100_00000000000000000496,7/19/1991 21:00,10000176,21,MIDDLETON TRANSFER FACILITY,1991,94696.26,0.0104786,38.65,100.7766137,22.64081509,Extreme Caution,7/19/1991,93.48424065847827
21572,A19910717_2100_000000000000000005f2,7/17/1991 21:00,10000178,21,ESTES PRISON,1991,99064.48,0.0128499,38.96,105.0072536,28.39275149,Danger,7/17/1991,97.81222408597826
17621,A19910621_2100_00000000000000000155,6/21/1991 21:00,10000180,21,WALLACE UNIT,1991,93493.14,0.0149329,35.88,100.0555289,36.63400066,Extreme Caution,6/21/1991,93.03049797315217
17541,A19910621_2100_000000000000000000ba,6/21/1991 21:00,10000182,21,CI BIG SPRING,1991,92320.02,0.0133905,36.32,98.8571101,31.78576147,Extreme Caution,6/21/1991,91.84022123163044
21083,A19910714_2100_000000000000000002e1,7/14/1991 21:00,10000183,21,BILLY MOORE CORRECTIONAL CENTER,1991,100167.02,0.0165929,34.63,101.4414564,46.54010965,Extreme Caution,7/14/1991,95.68311839456521
21281,A19910715_2100_0000000000000000047c,7/15/1991 21:00,10000184,21,GURNEY TRANSFER FACILITY,1991,100601.02,0.0157981,36.13,103.6076009,41.04428714,Danger,7/15/1991,97.6515481275
21329,A19910715_2100_000000000000000005e6,7/15/1991 21:00,10000185,21,POWLEDGE PRISON,1991,100866.62,0.0156261,36.39,103.978416,40.14488556,Danger,7/15/1991,98.25036573565218
21315,A19910715_2100_0000000000000000000f,7/15/1991 21:00,10000186,21,MICHAEL STATE PRISON,1991,100841.02,0.0152657,36.86,104.4354572,38.24716102,Danger,7/15/1991,98.59282156554349
21236,A19910715_2100_0000000000000000000d,7/15/1991 21:00,10000187,21,COFFIELD UNIT,1991,100841.02,0.0152657,36.86,104.4354572,38.24716102,Danger,7/15/1991,98.59282156554349
21221,A19910715_2100_0000000000000000045d,7/15/1991 21:00,10000190,21,BOYD CORRECTIONAL UNIT,1991,100101.82,0.0143593,37.05,103.258543,35.4242125,Danger,7/15/1991,97.49834556108696
18170,A19910625_2100_00000000000000000294,6/25/1991 21:00,10000191,21,FCI LA TUNA,1991,86978.94,0.0052838,38.11,95.49836341,10.94122172,Extreme Caution,6/25/1991,87.7469035726087
18016,A19910624_2100_00000000000000000179,6/24/1991 21:00,10000192,21,CI REEVES COUNTY I & II,1991,91941.06,0.0094833,40.05003906,102.197609,18.49959094,Extreme Caution,6/24/1991,94.38110464934783
18017,A19910624_2100_000000000000000003b7,6/24/1991 21:00,10000193,21,CI REEVES COUNTY III,1991,91941.06,0.0094833,40.05003906,102.197609,18.49959094,Extreme Caution,6/24/1991,94.38110464934783
21790,A19910718_2100_000000000000000005df,7/18/1991 21:00,10000194,21,MOUNTAIN VIEW PRISON,1991,97918.79,0.0123822,39.36,105.0070564,26.4985635,Danger,7/18/1991,97.37376933717391
21837,A19910718_2100_0000000000000000014f,7/18/1991 21:00,10000195,21,WOODMAN STATE JAIL,1991,97918.79,0.0123822,39.36,105.0070564,26.4985635,Danger,7/18/1991,97.37376933717391
21762,A19910718_2100_00000000000000000486,7/18/1991 21:00,10000196,21,HUGHES PRISON,1991,97918.79,0.0123822,39.36,105.0070564,26.4985635,Danger,7/18/1991,97.37376933717391
21242,A19910715_2100_0000000000000000046c,7/15/1991 21:00,10000197,21,DIBOLL CORRECTIONAL CENTER,1991,101089.98,0.0171173,35.02,103.4882269,47.35412952,Danger,7/15/1991,97.46867857663044
21244,A19910715_2100_0000000000000000046e,7/15/1991 21:00,10000198,21,DUNCAN GERIATRIC FACILITY,1991,101089.98,0.0171173,35.02,103.4882269,47.35412952,Danger,7/15/1991,97.46867857663044
14487,A19910601_2100_000000000000000005ea,6/1/1991 21:00,10000199,21,SAN SABA TRANSFER FACILITY,1991,95931.42,0.0143542,37.42,103.1409533,33.2589067,Danger,6/1/1991,95.93593541934783
17105,A19910618_2100_00000000000000000475,6/18/1991 21:00,10000200,21,FORT STOCKTON TRANSFER FACILITY,1991,91181.59,0.0081171,39.37,99.6226732,16.34322927,Extreme Caution,6/18/1991,92.02068522543479
17123,A19910618_2100_00000000000000000493,6/18/1991 21:00,10000203,21,LYNAUGH PRISON,1991,90155.67,0.0073471,38.89,98.10677479,15.03865234,Extreme Caution,6/18/1991,90.4613586552174
21279,A19910715_2100_0000000000000000047a,7/15/1991 21:00,10000204,21,GOODMAN TRANSFER FACILITY,1991,100734.14,0.0184269,33.81,102.9388537,54.15855641,Extreme Caution,7/15/1991,95.72691607619566
19156,A19910701_2100_00000000000000000010,7/1/1991 21:00,10000205,21,POLUNSKY PRISON,1991,100926.29,0.0191682,33.43,103.4892965,57.55186717,Danger,7/1/1991,98.13829846956523
17667,A19910622_1800_00000000000000000473,6/22/1991 18:00,10000206,18,FERGUSON PRISON,1991,100702.97,0.0195265,33.24,103.6278747,59.07200067,Danger,6/22/1991,98.5054877870652
21304,A19910715_2100_00000000000000000490,7/15/1991 21:00,10000208,21,LEWIS PRISON,1991,100743.1,0.0174781,34.33,102.4426421,50.02377332,Extreme Caution,7/15/1991,96.04150161423912
15080,A19910605_2100_00000000000000000484,6/5/1991 21:00,10000209,21,HOLLIDAY TRANSFER FACILITY,1991,99849.25,0.0178047,33.95,101.8591782,51.5458986,Extreme Caution,6/5/1991,96.87525926304347
15082,A19910605_2100_00000000000000000487,6/5/1991 21:00,10000210,21,HUNTSVILLE PRISON,1991,99849.25,0.0178047,33.95,101.8591782,51.5458986,Extreme Caution,6/5/1991,96.87525926304347
15131,A19910605_2100_00000000000000000154,6/5/1991 21:00,10000211,21,WYNNE PRISON,1991,99849.25,0.0178047,33.95,101.8591782,51.5458986,Extreme Caution,6/5/1991,96.87525926304347
17658,A19910622_1800_00000000000000000471,6/22/1991 18:00,10000212,18,ELLIS PRISON,1991,100737.53,0.0195569,33.01,103.1453495,59.9492555,Danger,6/22/1991,98.22049685239129
15073,A19910605_2100_0000000000000000047b,6/5/1991 21:00,10000213,21,GOREE PRISON AND TRUSTY CAMP,1991,99849.25,0.0178047,33.95,101.8591782,51.5458986,Extreme Caution,6/5/1991,96.87525926304347
17659,A19910622_1800_00000000000000000472,6/22/1991 18:00,10000215,18,ESTELLE PRISON,1991,100737.53,0.0195569,33.01,103.1453495,59.9492555,Danger,6/22/1991,98.22049685239129
23178,A19910727_2100_0000000000000000047e,7/27/1991 21:00,10000216,21,HAMILTON PRISON (PRE-RELEASE FACILITY),1991,100537.85,0.0144114,37.53,104.4977959,34.78090208,Danger,7/27/1991,99.27384381032608
21818,A19910718_2100_00000000000000000104,7/18/1991 21:00,10000219,21,T DON HUTTO RESIDENTIAL CENTER,1991,98985.67,0.0137802,38.42,105.1605682,31.25043391,Danger,7/18/1991,98.94875314858696
23195,A19910727_2100_000000000000000004fd,7/27/1991 21:00,10000220,21,LUTHER PRISON AND TRUSTY CAMP,1991,100914.81,0.016597,35.53,103.6877811,44.61847931,Danger,7/27/1991,98.72936487195652
23111,A19910727_1800_00000000000000000481,7/27/1991 18:00,10000224,18,L.V. HIGHTOWER UNIT,1991,101744.59,0.0198273,32.83003906,103.6192383,61.96868874,Danger,7/27/1991,97.67239971456522
15045,A19910605_2100_000000000000000004ff,6/5/1991 21:00,10000225,21,CLEVELAND CORRECTIONAL CENTER,1991,100694.69,0.0190039,33.53,103.3321177,56.6327115,Danger,6/5/1991,97.84991907141304
17660,A19910622_1800_000000000000000002fc,6/22/1991 18:00,10000226,18,FCI BASTROP,1991,99553.53,0.0172489,35.74,104.877168,45.14510928,Danger,6/22/1991,99.5425236447826
14467,A19910601_2100_0000000000000000048e,6/1/1991 21:00,10000228,21,KYLE CORRECTIONAL CENTER,1991,98515.74,0.0163138,36.62,104.981635,40.35244207,Danger,6/1/1991,98.84230448108696
21345,A19910715_2100_000000000000000005f1,7/15/1991 21:00,10000229,21,STILES UNIT,1991,101788.22,0.0183745,34.06,103.7946236,53.82020116,Danger,7/15/1991,96.7875150422826
23107,A19910727_1800_00000000000000000489,7/27/1991 18:00,10000234,18,JESTER III UNIT / TRUSTY CAMP,1991,101728.59,0.0195657,33.62003906,105.019636,58.52771323,Danger,7/27/1991,98.62046014728261
14495,A19910601_2100_00000000000000000152,6/1/1991 21:00,10000237,21,TORRES PRISON,1991,97437.34,0.0141446,39.18,107.0323543,30.27937521,Danger,6/1/1991,98.85593087847826
14480,A19910601_2100_000000000000000005e3,6/1/1991 21:00,10000238,21,NEY STATE JAIL,1991,97437.34,0.0141446,39.18,107.0323543,30.27937521,Danger,6/1/1991,98.85593087847826
23088,A19910727_1800_00000000000000000602,7/27/1991 18:00,10000241,18,C T TERRELL PRISON,1991,101844.43,0.0199789,33.26003906,105.0121871,60.98854034,Danger,7/27/1991,98.00505278
23119,A19910727_1800_000000000000000005e7,7/27/1991 18:00,10000242,18,RAMSEY PRISON,1991,101844.43,0.0199789,33.26003906,105.0121871,60.98854034,Danger,7/27/1991,98.00505278
23751,A19910731_2100_00000000000000000464,7/31/1991 21:00,10000243,21,CLEMENS PRISON,1991,101397.97,0.0193451,31.73,99.87963502,64.19701329,Extreme Caution,7/31/1991,94.4910161401087
23122,A19910727_1800_00000000000000000151,7/27/1991 18:00,10000244,18,STRINGFELLOW PRISON,1991,101844.43,0.0199789,33.26003906,105.0121871,60.98854034,Danger,7/27/1991,98.00505278
26995,A19910821_1800_000000000000000005ec,8/21/1991 18:00,10000245,18,SCOTT PRISON,1991,101683.82,0.0200857,31.86,101.6658115,66.22987063,Extreme Caution,8/21/1991,95.61744114804348
23092,A19910727_1800_0000000000000000046b,7/27/1991 18:00,10000246,18,DARRINGTON UNIT,1991,101784.27,0.0197949,33.56003906,105.3512559,59.41127088,Danger,7/27/1991,98.52554661097827
14411,A19910601_2100_00000000000000000461,6/1/1991 21:00,10000247,21,BRISCOE PRISON,1991,98610.46,0.0144342,40.03,109.6323507,29.85633946,Danger,6/1/1991,101.19009756999999
14936,A19910604_2100_00000000000000000495,6/4/1991 21:00,10000248,21,MCCONNELL PRISON,1991,100294.84,0.0142016,39.01,107.3978921,31.57602835,Danger,6/4/1991,100.5909128997826
14746,A19910603_1800_00000000000000000108,6/3/1991 18:00,10000252,18,WILLACY COUNTY STATE JAIL,1991,100842.68,0.0192841,35.57,108.7455377,51.34617005,Danger,6/3/1991,100.49882504804347
20733,A19910711_2100_00000000000000000440,7/11/1991 21:00,10001014,21,TURNEY CENTER INDUSTRIAL COMPLEX,1991,99418.61,0.0207849,32.16,102.83215,65.76604923,Extreme Caution,7/11/1991,90.42193330141305
22610,A19910723_2100_0000000000000000045a,7/23/1991 21:00,10001015,21,TURNEY CENTER INDUSTRIAL COMPLEX - ANNEX,1991,99397.89,0.0196342,32.56,101.6934344,60.89802645,Extreme Caution,7/23/1991,90.33557096195652
21791,A19910718_2100_000000000000000005e1,7/18/1991 21:00,10001274,21,MURRAY PRISON,1991,97918.79,0.0123822,39.36,105.0070564,26.4985635,Danger,7/18/1991,97.37376933717391
21711,A19910718_2100_000000000000000005e0,7/18/1991 21:00,10001275,21,CRAIN UNIT,1991,97918.79,0.0123822,39.36,105.0070564,26.4985635,Danger,7/18/1991,97.37376933717391
23172,A19910727_2100_0000000000000000017d,7/27/1991 21:00,10001279,21,FPC BRYAN,1991,100525.05,0.0146494,37.32,104.4000154,35.73600857,Danger,7/27/1991,98.93124799402175
21357,A19910715_2100_00000000000000000315,7/15/1991 21:00,10001283,21,USP BEAUMONT CAMP,1991,101788.22,0.0183745,34.06,103.7946236,53.82020116,Danger,7/15/1991,96.7875150422826
19226,A19910702_1800_0000000000000000043d,7/2/1991 18:00,10001703,18,NORTHEAST CORRECTIONAL COMPLEX - ANNEX,1991,90121.6,0.0169346,26.0,79.67170617,70.03630149,Caution,7/2/1991,73.16883827619564
22605,A19910723_2100_0000000000000000043f,7/23/1991 21:00,10001705,21,TENNESSEE PRISON FOR WOMEN,1991,99744.77,0.0190806,33.68,103.476624,55.84332722,Danger,7/23/1991,90.83108360760869
22574,A19910723_2100_000000000000000003b8,7/23/1991 21:00,10001708,21,LOIS M DEBERRY SPECIAL NEEDS FACILITY,1991,99688.45,0.019153,33.51,103.1887066,56.54904842,Danger,7/23/1991,90.6320905651087
22593,A19910723_2100_0000000000000000043e,7/23/1991 21:00,10001709,21,RIVERBEND MAXIMUM SECURITY INSTITUTION,1991,99688.45,0.019153,33.51,103.1887066,56.54904842,Danger,7/23/1991,90.6320905651087
20738,A19910711_2100_0000000000000000044b,7/11/1991 21:00,10001711,21,WEST TENNESSEE STATE PENITENTIARY,1991,100329.97,0.0184557,34.13,103.5927062,53.06524707,Danger,7/11/1991,93.52004155945653
22502,A19910723_2100_00000000000000000130,7/23/1991 21:00,10001713,21,BLEDSOE COUNTY CORRECTIONAL COMPLEX,1991,95657.09,0.0175726,30.86,93.36459818,58.06152668,Extreme Caution,7/23/1991,82.36722082543479
22553,A19910723_2100_0000000000000000013e,7/23/1991 21:00,10001716,21,HARDEMAN COUNTY CORRECTIONAL FACILITY,1991,99976.45,0.0197054,33.06,103.2508224,59.75786121,Danger,7/23/1991,91.98057017510871
22616,A19910723_2100_00000000000000000457,7/23/1991 21:00,10001717,21,WHITEVILLE CORRECTIONAL FACILITY,1991,99976.45,0.0197054,33.06,103.2508224,59.75786121,Danger,7/23/1991,91.98057017510871
22530,A19910723_2100_000000000000000003eb,7/23/1991 21:00,10001718,21,FCI MEMPHIS,1991,100512.77,0.0195206,33.73,104.7149956,57.34751307,Danger,7/23/1991,93.36822758402174
22579,A19910723_2100_00000000000000000441,7/23/1991 21:00,10001720,21,MARK H LUTTRELL TRANSITION CENTER,1991,100512.77,0.0195206,33.73,104.7149956,57.34751307,Danger,7/23/1991,93.36822758402174
19999,A19910707_2100_0000000000000000048d,7/7/1991 21:00,10001966,21,BATEN ISF,1991,90378.39,0.010152,35.9,94.62193021,24.34117085,Extreme Caution,7/7/1991,88.62512217717392
18216,A19910625_2100_000000000000000005e2,6/25/1991 21:00,10001967,21,NEAL PRISON,1991,89245.18,0.0106386,36.13,95.34753068,24.84067103,Extreme Caution,6/25/1991,88.25445605304348
22045,A19910720_2100_0000000000000000045e,7/20/1991 21:00,10001969,21,BRIDGEPORT CORRECTIONAL CENTER,1991,98194.4,0.011576,40.5,106.3612595,23.42087177,Danger,7/20/1991,97.95529233413045
21592,A19910717_2100_00000000000000000528,7/17/1991 21:00,10001972,21,FMC CARSWELL CAMP,1991,99022.24,0.0125043,39.73,106.1628662,26.52142901,Danger,7/17/1991,98.48883469304347
17559,A19910621_2100_00000000000000000296,6/21/1991 21:00,10001974,21,FCI BIG SPRING CAMP,1991,92320.02,0.0133905,36.32,98.8571101,31.78576147,Extreme Caution,6/21/1991,91.84022123163044
17558,A19910621_2100_00000000000000000298,6/21/1991 21:00,10001975,21,FCI BIG SPRING,1991,92320.02,0.0133905,36.32,98.8571101,31.78576147,Extreme Caution,6/21/1991,91.84022123163044
21085,A19910714_2100_000000000000000004f6,7/14/1991 21:00,10001977,21,BRADSHAW STATE JAIL,1991,100137.58,0.0168425,34.43,101.3990178,47.72460514,Extreme Caution,7/14/1991,95.47538186891305
