FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTRY
"10002842",TRAVIS COUNTY CORRECTIONAL COMPLEX,3614 BILL PRICE RD,DEL VALLE,TX,"78617","-999",COUNTY,OPEN,"2340",TRAVIS,USA
"10003275",HENRICO COUNTY JUVENILE DETENTION HOME,4201 E PARHAM RD,HENRICO,VA,"23228","-999",COUNTY,OPEN,"12",HENRICO,USA
"10004247",RANKIN COUNTY JAIL,221 N TIMBER ST,BRANDON,MS,"39042","-999",COUNTY,OPEN,"-999",RANKIN,USA
"10006916",PARMA DETENTION CENTER,5555 POWERS BLVD,PARMA,OH,"44129","-999",LOCAL,OPEN,"-999",CUYAHOGA,USA
"10002848",WASHINGTON COUNTY JAIL,1206 OLD INDEPENDENCE RD,BRENHAM,TX,"77833","-999",COUNTY,OPEN,"78",WASHINGTON,USA
"10006842",DENNIS MALONEY COMMUNITY JUSTICE CENTER,63360 NW BRITTA STREET,BEND,OR,"97701","-999",COUNTY,OPEN,"-999",DESCHUTES,USA
"10004342",POLICIA DE MUNICIPAL CATANO,AVENIDA LAS NEREIDAS,CATANO,PR,"00962","-999",NOT AVAILABLE,NOT AVAILABLE,"-999",CATANO,PRI
"10006874",WEBB COUNTY YOUTH VILLAGE,111 CAMINO NUEVO ROAD,LAREDO,TX,"78043","-999",COUNTY,OPEN,"25",WEBB,USA
"10006918",MIDWEST CITY JAIL,100 N MIDWEST BLVD,MIDWEST CITY,OK,"73110","-999",LOCAL,OPEN,"-999",OKLAHOMA,USA
"10006449",JACKSON COUNTY JUVENILE COMMUNITY JUSTICE CENTER,609 W 10TH STREET,MEDFORD,OR,"97501","-999",COUNTY,OPEN,"-999",JACKSON,USA
"10000181",MITCHELL COUNTY JAIL,329 PINE ST,COLORADO CITY,TX,"79512","-999",COUNTY,OPEN,"67",MITCHELL,USA
"10004370",PARMER COUNTY JAIL,300 4TH STREET,FARWELL,TX,"79325","-999",COUNTY,OPEN,"10",PARMER,USA
"10002708",RANDALL COUNTY JAIL,9100 S GEORGIA,AMARILLO,TX,"79118","-999",COUNTY,OPEN,"441",RANDALL,USA
"10001859",WATERLOO POLICE DEPARTMENT,715 MULBERRY ST,WATERLOO,IA,"50703","-999",LOCAL,OPEN,"57",BLACK HAWK,USA
"10006935",FAMILY COURT DETENTION FACILITY,902 ALDER ST,HONOLULU,HI,"96814","-999",STATE,OPEN,"-999",HONOLULU,USA
"10004024",FCI CUMBERLAND,14601 BURBRIDGE RD SE,CUMBERLAND,MD,"21502","-999",FEDERAL,OPEN,"1011",ALLEGANY,USA
"10001574",JAMES RIVER WORK CENTER,1954 STATE FARM RD,STATE FARM,VA,"23160","-999",STATE,OPEN,"279",GOOCHLAND,USA
"10006936",KAPOLEI JUVENILE DETENTION FACILITY,287 KAMOKILA BLVD,KAPOLEI,HI,"96707","-999",STATE,NOT AVAILABLE,"-999",HONOLULU,USA
"10006938",FRANKLIN COUNTY JAIL,39 WEST ONEIDA STREET,PRESTON,ID,"83263","-999",COUNTY,OPEN,"-999",FRANKLIN,USA
"10004150",DILLON REGIONAL JUVENILE DETENTION CENTER,100 DILLON DR,BUTNER,NC,"27509","-999",STATE,CLOSED,"0",GRANVILLE,USA
"10003481",BEAVER COUNTY JAIL,2270 S 525 W,BEAVER,UT,"84713","-999",COUNTY,OPEN,"-999",BEAVER,USA
"10003446",BOX ELDER COUNTY JAIL,52 S 1000 W,BRIGHAM CITY,UT,"84302","-999",COUNTY,OPEN,"-999",BOX ELDER,USA
"10001936",BUTTE PRE-RELEASE / WOMEN'S TRANSITIONAL CENTER,62 W BROADWAY ST,BUTTE,MT,"59701","-999",STATE,OPEN,"204",SILVER BOW,USA
"10006939",HOPE HALL,811 E FRANKLIN ST,EVANSVILLE,IN,"47711","-999",STATE,OPEN,"-999",VANDERBURGH,USA
"10006282",AMHERST COUNTY JAIL / SHERIFF,115 TAYLOR ST,AMHERST,VA,"24521","-999",COUNTY,OPEN,"-999",AMHERST,USA
"10006303",FARMVILLE DETENTION CENTER,508 WATERWORKS RD.,FARMVILLE,VA,"23901","-999",FEDERAL,OPEN,"-999",PRINCE EDWARD,USA
"10000943",FORCHT-WADE CORRECTIONAL CENTER,7990 CADDO DR,KEITHVILLE,LA,"71047","-999",STATE,CLOSED,"0",CADDO,USA
"10006844",KLAMATH COUNTY JUVENILE DEPARTMENT,3331 VANDENBERG ROAD,KLAMATH FALLS,OR,"97601","-999",COUNTY,OPEN,"-999",KLAMATH,USA
"10002977",LANE COUNTY JAIL,101 W 5TH AVE,EUGENE,OR,"97401","-999",COUNTY,OPEN,"429",LANE,USA
"10004134",YOUTH REHABILITATION AND TREATMENT CENTER- KEARNEY,2802 30TH AVE,KEARNEY,NE,"68845","-999",STATE,OPEN,"98",BUFFALO,USA
"10001119",PENNINGTON COUNTY FRIENDSHIP HOUSE,703 ADAMS ST,RAPID CITY,SD,"57701","-999",COUNTY,OPEN,"-999",PENNINGTON,USA
"10003474",CARBON COUNTY JAIL,240 W MAIN ST,PRICE,UT,"84501","-999",COUNTY,OPEN,"72",CARBON,USA
"10003459",DAGGETT COUNTY JAIL,590 S SHERIFF'S WAY,MANILA,UT,"84046","-999",COUNTY,CLOSED,"-999",DAGGETT,USA
"10006305",SOUTH TEXAS FAMILY RESIDENTIAL CENTER,300 EL RANCHO WAY,DILLEY,TX,"78017","-999",FEDERAL,OPEN,"227",FRIO,USA
"10001925",GOODMAN CORRECTIONAL INSTITUTION,4556 BROAD RIVER RD,COLUMBIA,SC,"29210","-999",STATE,OPEN,"436",RICHLAND,USA
"10001724",DIAMONDBACK CORRECTIONAL FACILITY,"ROUTE 2, BOX 336",WATONGA,OK,"73772","-999",STATE,CLOSED,"0",BLAINE,USA
"10001858",WEBSTER COUNTY JAIL,702 1ST AVENUE SOUTH,FORT DODGE,IA,"50501","-999",COUNTY,OPEN,"-999",WEBSTER,USA
"10005131",BROWNSVILLE CITY JAIL,600 EAST JACKSON STREET,BROWNSVILLE,TX,"78520","-999",LOCAL,OPEN,"23",CAMERON,USA
"10006845",LINCOLN COUNTY JUVENILE DEPARTMENT,753 NW BROOK ST,NEWPORT,OR,"97365","-999",COUNTY,OPEN,"-999",LINCOLN,USA
"10003269",LANCASTER COUNTY JAIL,8293 MARY BALL RD,LANCASTER,VA,"22503","-999",COUNTY,OPEN,"-999",LANCASTER,USA
"10002028",WEST CENTRAL REGIONAL JUVENILE CENTER,729 11TH ST N,MOORHEAD,MN,"56561","-999",COUNTY,OPEN,"-999",CLAY,USA
"10003457",DAVIS COUNTY JAIL / SHERIFF,800 W STATE ST,FARMINGTON,UT,"84025","-999",COUNTY,OPEN,"785",DAVIS,USA
"10003456",DAVIS COUNTY WORK RELEASE CENTER,883 W CLARK LANE,FARMINGTON,UT,"84025","-999",COUNTY,OPEN,"-999",DAVIS,USA
"10005745",YAMHILL COUNTY JAIL / SHERIFF,535 NORTHEAST 5TH STREET,MCMINNVILLE,OR,"97128","4531",COUNTY,OPEN,"188",YAMHILL,USA
"10002973",LINN COUNTY JAIL,1115 SE JACKSON ST,ALBANY,OR,"97322","-999",COUNTY,OPEN,"204",LINN,USA
"10002966",MARION COUNTY JUVENILE DETENTION CENTER,2970 CENTER ST NE,SALEM,OR,"97301","-999",COUNTY,OPEN,"-999",MARION,USA
"10002959",MULTNOMAH COUNTY INVERNESS JAIL,11540 NE INVERNESS DR,PORTLAND,OR,"97220","-999",COUNTY,OPEN,"756",MULTNOMAH,USA
"10003470",DUCHESNE COUNTY JAIL,21554 W 9000 S,DUCHESNE,UT,"84021","-999",COUNTY,OPEN,"-999",DUCHESNE,USA
"10006956",ROSEAU SATELLITE HOME/NMJC,303 FOURTH AVENUE NE,ROSEAU,MN,"56751","-999",STATE,OPEN,"6",ROSEAU,USA
"10005938",EUCLID CITY JAIL,545 EAST 222ND ST,EUCLID,OH,"44123","-999",COUNTY,OPEN,"-999",CUYAHOGA,USA
"10006957",SECOND CHANCES,209 N MAIN STREET,GRANADA,MN,"56039","-999",STATE,OPEN,"6",MARTIN,USA
"10001590",NOTTOWAY WORK CENTER,2892 SCHUTT RD,BURKEVILLE,VA,"23922","-999",STATE,OPEN,"195",NOTTOWAY,USA
"10002276",ADAMS COUNTY ADULT CORRECTIONAL COMPLEX,45 MAJOR BELL LANE,GETTYSBURG,PA,"17325","8265",COUNTY,OPEN,"287",ADAMS,USA
"10001985",BURNET COUNTY JAIL / SHERIFF,1601 E POLK ST,BURNET,TX,"78611","-999",COUNTY,OPEN,"266",BURNET,USA
"10003478",GRAND COUNTY JAIL,125 E CENTER ST,MOAB,UT,"84532","-999",COUNTY,OPEN,"21",GRAND,USA
"10005768",ESMERALDA COUNTY JAIL,233 E CROOK AVE,GOLDFIELD,NV,"89013","-999",COUNTY,OPEN,"-999",ESMERALDA,USA
"10003485",IRON COUNTY JAIL,2136 N MAIN,CEDAR CITY,UT,"84721","-999",COUNTY,OPEN,"26",IRON,USA
"10005526",CHEROKEE COUNTY JAIL,577 REGAL STREET,MURPHY,NC,"28906","-999",COUNTY,OPEN,"125",CHEROKEE,USA
"10005505",AVERY COUNTY JAIL / SHERIFF,300 SCHULTZ CIRCLE,NEWLAND,NC,"28657","-999",COUNTY,OPEN,"-999",AVERY,USA
"10005899",THAYER POLICE DEPARTMENT,102 FRONT STREET,THAYER,MO,"65791","-999",LOCAL,OPEN,"-999",OREGON,USA
"10003065",ARMSTRONG COUNTY JAIL,171 STALEY'S COURT RD,KITTANNING,PA,"16201","3709",COUNTY,OPEN,"127",ARMSTRONG,USA
"10003243",SHENANDOAH COUNTY JAIL,109 W COURT ST,WOODSTOCK,VA,"22664","-999",COUNTY,CLOSED,"0",SHENANDOAH,USA
"10002268",BEAVER COUNTY JAIL,6000 WOODLAWN BLVD,ALIQUIPPA,PA,"15001","2482",COUNTY,OPEN,"313",BEAVER,USA
"10000356",HOLMES CORRECTIONAL INSTITUTION,3142 THOMAS DR,BONIFAY,FL,"32425","0190",STATE,OPEN,"1197",HOLMES,USA
"10003462",SALT LAKE COUNTY METRO JAIL,3415 S 900 W,SALT LAKE CITY,UT,"84119","-999",COUNTY,OPEN,"2353",SALT LAKE,USA
"10003480",SEVIER COUNTY JAIL,835 E 300 N,RICHFIELD,UT,"84701","-999",COUNTY,OPEN,"-999",SEVIER,USA
"10006923",FRISCO CITY JAIL,7200 STONEBROOK PARKWAY,FRISCO,TX,"75034","-999",LOCAL,OPEN,"-999",COLLIN,USA
"10002275",BEDFORD COUNTY CORRECTIONAL FACILITY,425 IMLERTOWN RD,BEDFORD,PA,"15522","8437",COUNTY,OPEN,"160",BEDFORD,USA
"10002270",BERKS COUNTY JAIL SYSTEM,1287 COUNTY WELFARE RD,LEESPORT,PA,"19533","9197",COUNTY,OPEN,"1017",BERKS,USA
"10002271",BERKS COUNTY COMMUNITY REENTRY CENTER,1261 COUNTY WELFARE RD,LEESPORT,PA,"19533","-999",COUNTY,OPEN,"-999",BERKS,USA
"10006875",TOOELE COUNTY DETENTION CENTER,1960 S MAIN,TOOELE,UT,"84074","-999",COUNTY,OPEN,"-999",TOOELE,USA
"10000187",COFFIELD UNIT,2661 FM 2054,TENNESSEE COLONY,TX,"75884","-999",STATE,OPEN,"4100",ANDERSON,USA
"10002941",LOPEZ STATE JAIL,1203 EL CIBOLO RD,EDINBURG,TX,"78542","-999",STATE,OPEN,"1002",HIDALGO,USA
"10000186",MICHAEL STATE PRISON,2664 FM 2054,TENNESSEE COLONY,TX,"75886","-999",STATE,OPEN,"2902",ANDERSON,USA
"10000205",POLUNSKY PRISON,3872 FM 350 S,LIVINGSTON,TX,"77351","-999",STATE,OPEN,"2956",POLK,USA
"10002816",CORYELL COUNTY JAIL,510 LEON ST,GATESVILLE,TX,"76528","-999",COUNTY,OPEN,"78",CORYELL,USA
"10000257",DEER RIDGE CORRECTIONAL INSTITUTION,3920 EAST ASHWOOD RD,MADRAS,OR,"97741","-999",STATE,OPEN,"940",JEFFERSON,USA
"10006313",BALDWIN PARK JAIL,14403 EAST PACIFIC AVENUE,BALDWIN PARK,CA,"91706","-999",LOCAL,OPEN,"-999",LOS ANGELES,USA
"10003085",CRESSON SECURE TREATMENT FACILITY,251 CORRECTIONS RD,CRESSON,PA,"16630","-999",STATE,CLOSED,"0",CAMBRIA,USA
"10006924",LEAGUE CITY JAIL,555 WEST WALKER STREET,LEAGUE CITY,TX,"77573","-999",LOCAL,OPEN,"-999",GALVESTON,USA
"10004143",ODOM CORRECTIONAL INSTITUTION,485 ODOM RD,JACKSON,NC,"27845","0036",STATE,OPEN,"462",NORTHAMPTON,USA
"10003270",ALLEGHANY REGIONAL JAIL,268 W MAIN ST,COVINGTON,VA,"24426","-999",COUNTY,OPEN,"-999",ALLEGHANY,USA
"10003979",YUMA COUNTY JUVENILE JUSTICE CENTER,2440 WEST 28TH STREET,YUMA,AZ,"85364","-999",COUNTY,OPEN,"-999",YUMA,USA
"10006847",BERKS COUNTY RESIDENTIAL CENTER,1040 BERKS ROAD,LEESPORT,PA,"19533","-999",COUNTY,OPEN,"-999",BERKS,USA
"10003982",BLAIR COUNTY PRISON,419 MARKET SQUARE ALLEY,HOLLIDAYSBURG,PA,"16648","1872",COUNTY,OPEN,"287",BLAIR,USA
"10002266",CENTRE COUNTY CORRECTIONAL FACILITY,700 RISHEL HILL RD,BELLEFONTE,PA,"16823","-999",COUNTY,OPEN,"280",CENTRE,USA
"10001495",CHESTER COUNTY PRISON,501 S WAWASET RD,WEST CHESTER,PA,"19382","6762",COUNTY,OPEN,"812",CHESTER,USA
"10002277",CHESTER COUNTY YOUTH CENTER,505 S WAWASET RD,WEST CHESTER,PA,"19832","6762",COUNTY,OPEN,"14",CHESTER,USA
"10005678",BEAVERHEAD COUNTY DETENTION CENTER,2 SOUTH PACIFIC STREET,DILLON,MT,"59725","-999",COUNTY,OPEN,"14",BEAVERHEAD,USA
"10005677",BIG HORN COUNTY SHERIFF'S OFFICE / DETENTION CENTER,121 WEST 3RD STREET,HARDIN,MT,"59034","-999",COUNTY,OPEN,"43",BIG HORN,USA
"10003630",GALLATIN COUNTY DETENTION CENTER,605 SOUTH 16TH AVE,BOZEMAN,MT,"59715","-999",COUNTY,OPEN,"151",GALLATIN,USA
"10007002",HAWAII COUNTY POLICE DEPARTMENT,74-611 HALE MAKAI PL,KAILUA-KONA,HI,"96740","-999",COUNTY,OPEN,"-999",HAWAII,USA
"10003058",CLARION COUNTY PRISON,309 AMSLER AVENUE,SHIPPENVILLE,PA,"16254","4807",COUNTY,OPEN,"98",CLARION,USA
"10002265",CLEARFIELD COUNTY JAIL,115 21ST STREET,CLEARFIELD,PA,"16830","3216",COUNTY,OPEN,"152",CLEARFIELD,USA
"10003104",CUMBERLAND COUNTY PRISON,1101 CLAREMONT RD,CARLISLE,PA,"17015","-999",COUNTY,OPEN,"419",CUMBERLAND,USA
"10006925",MANSFIELD JAIL,1601 HERITAGE PARKWAY,MANSFIELD,TX,"76063","-999",LOCAL,OPEN,"22",TARRANT,USA
"10003043",ERIE COUNTY PRISON,1618 ASH ST,ERIE,PA,"16503","2168",COUNTY,OPEN,"624",ERIE,USA
"10004146",WARREN CORRECTIONAL INSTITUTION,379 COLLINS RD,MANSON,NC,"27553","-999",STATE,OPEN,"667",WARREN,USA
"10007016",WOODINVILLE COMMUNITY FACILITY,14521 - 124TH AVENUE N.E.,WOODINVILLE,WA,"98034","-999",STATE,OPEN,"-999",KING,USA
"10003042",EDMUND L. THOMAS ADOLESCENT CENTER,4728 LAKE PLEASANT RD,ERIE,PA,"16504","-999",COUNTY,OPEN,"10",ERIE,USA
"10006926",EULESS CITY JAIL,1102 W EULESS BLVD,EULESS,TX,"76040","-999",LOCAL,OPEN,"-999",TARRANT,USA
"10003105",FRANKLIN COUNTY JAIL,1804 OPPORTUNITY AVE,CHAMBERSBURG,PA,"17201","7841",COUNTY,OPEN,"423",FRANKLIN,USA
"10006646",CENTRO DE DETENCIÓN Y TRATAMIENTO SOCIAL DE BAYAMÓN,CARR. 28 K. 1.5 BO JUAN SANCHEZ,BAYAMÓN,PR,"00960","-999",STATE,OPEN,"-999",BAYAMON,PRI
"10006647",CENTRO DE TRATAMIENTO SOCIAL DE PONCE AVE. TITO CASTRO,1047 CARR. 14,PONCE,PR,"00716","-999",STATE,OPEN,"-999",PONCE,PRI
"10004432",REAL COUNTY JAIL,146 UNITED STATES HIGHWAY 83,LEAKEY,TX,"78873","-999",COUNTY,NOT AVAILABLE,"0",REAL,USA
"10004438",REFUGIO COUNTY JAIL,808 COMMERCE STREET,REFUGIO,TX,"78377","-999",COUNTY,OPEN,"40",REFUGIO,USA
"10005492",BRYAN COUNTY JAIL,402 W EVERGREEN ST,DURANT,OK,"74701","-999",COUNTY,OPEN,"-999",BRYAN,USA
"10004359",ROBERTS COUNTY JAIL,110 SOUTH MAIN,MIAMI,TX,"79059","-999",COUNTY,OPEN,"0",ROBERTS,USA
"10002998",TONOPAH CONSERVATION CAMP,"HC 76, BOX 8045",TONOPAH,NV,"89049","-999",STATE,OPEN,"147",NYE,USA
"10003244",WARREN COUNTY JAIL,200 SKYLINE VISTA DR,FRONT ROYAL,VA,"22630","-999",COUNTY,CLOSED,"0",WARREN,USA
"10006392",BATH COUNTY JAIL / SHERIFF,85 COURTHOUSE HILL ROAD,WARM SPRINGS,VA,"22484","-999",COUNTY,OPEN,"-999",BATH,USA
"10005490",CARTER COUNTY DETENTION CENTER,100 S WASHINGTON,ARDMORE,OK,"73401","-999",COUNTY,OPEN,"-999",CARTER,USA
"10005476",CANADIAN COUNTY JAIL,304 N EVANS,EL RENO,OK,"73036","-999",COUNTY,OPEN,"137",CANADIAN,USA
"10003573",GARY E MILLER CHILDREN'S JUSTICE CENTER,7905 E STATE HWY 66,EL RENO,OK,"73036","-999",COUNTY,OPEN,"-999",CANADIAN,USA
"10004412",ROBERTSON COUNTY JAIL,113 WEST DECHERD STREET,FRANKLIN,TX,"77856","-999",COUNTY,OPEN,"39",ROBERTSON,USA
"10005495",CHOCTAW COUNTY JAIL,305 E JEFFERSON,HUGO,OK,"74743","-999",COUNTY,OPEN,"31",CHOCTAW,USA
"10002756",ROCKWALL COUNTY JAIL,950 T L TOWNSEND DR,ROCKWALL,TX,"75087","-999",COUNTY,OPEN,"187",ROCKWALL,USA
"10005480",CLEVELAND COUNTY DETENTION CENTER,203 S JONES AVE,NORMAN,OK,"73069","-999",COUNTY,CLOSED,"0",CLEVELAND,USA
"10005482",GREER COUNTY JAIL,105 S PENNSYLVANIA AVE,MANGUM,OK,"73554","-999",COUNTY,OPEN,"-999",GREER,USA
"10005463",HARPER COUNTY JAIL,311 SE 1ST,BUFFALO,OK,"73834","-999",COUNTY,OPEN,"-999",HARPER,USA
"10005479",HASKELL COUNTY JAIL,1304 E INDUSTRIAL ST,STIGLER,OK,"74462","-999",COUNTY,OPEN,"-999",HASKELL,USA
"10001268",RUSK COUNTY JAIL,210 W CHARLEVOIX ST,HENDERSON,TX,"75652","-999",COUNTY,OPEN,"117",RUSK,USA
"10004408",SABINE COUNTY JAIL,310 MAIN STREET,HEMPHILL,TX,"75948","-999",COUNTY,OPEN,"12",SABINE,USA
"10006051",MCCURTAIN COUNTY JAIL,200 N CENTRAL,IDABEL,OK,"74745","-999",COUNTY,OPEN,"-999",MCCURTAIN,USA
"10006054",MARSHALL COUNTY JAIL,207 N 4TH ST,MADILL,OK,"73446","-999",COUNTY,OPEN,"-999",MARSHALL,USA
"10002925",SAN PATRICIO COUNTY JAIL,300 NORTH RACHAL AVE,SINTON,TX,"78387","-999",COUNTY,OPEN,"191",SAN PATRICIO,USA
"10006026",MUSKOGEE COUNTY / CITY DETENTION FACILITY,122 S 3RD ST,MUSKOGEE,OK,"74401","-999",COUNTY,OPEN,"-999",MUSKOGEE,USA
"10006013",NOBLE COUNTY JAIL / SHERIFF'S OFFICE,721 CEDAR ST,PERRY,OK,"73077","-999",COUNTY,OPEN,"-999",NOBLE,USA
"10005734",SAN SABA COUNTY JAIL,104 SOUTH WATER STREET,SAN SABA,TX,"76877","-999",COUNTY,OPEN,"-999",SAN SABA,USA
"10006007",NOWATA COUNTY JAIL / COURTHOUSE,229 N MAPLE,NOWATA,OK,"74048","-999",COUNTY,CLOSED,"-999",NOWATA,USA
"10006043",PONTOTOC COUNTY CRIMINAL JUSTICE CENTER,1814 N BROADWAY AVE,ADA,OK,"74820","-999",COUNTY,OPEN,"-999",PONTOTOC,USA
"10006046",PUSHMATAHA COUNTY JAIL / SHERIFF,207 SW 3RD ST,ANTLERS,OK,"74523","-999",COUNTY,OPEN,"-999",PUSHMATAHA,USA
"10006840",TULSA COUNTY FAMILY CENTER FOR JUVENILE JUSTICE,315 S GILCREASE MUSEUM RD,TULSA,OK,"74127","-999",COUNTY,OPEN,"-999",TULSA,USA
"10002961",DONALD E. LONG HOME,1401 NE 68TH ST,PORTLAND,OR,"97213","-999",COUNTY,OPEN,"-999",MULTNOMAH,USA
"10001278",TYLER COUNTY JAIL,702 N MAGNOLIA ST,WOODVILLE,TX,"75979","-999",COUNTY,OPEN,"4",TYLER,USA
"10003325",PORTSMOUTH CITY JAIL,701 CRAWFORD ST,PORTSMOUTH,VA,"23704","-999",LOCAL,OPEN,"510",PORTSMOUTH,USA
"10002841",TRAVIS COUNTY JAIL / CENTRAL BOOKING FACILITY,500 W 10TH ST,AUSTIN,TX,"78701","-999",COUNTY,OPEN,"348",TRAVIS,USA
"10002820",WARD COUNTY JAIL,300 E 4TH ST,MONAHANS,TX,"79756","-999",COUNTY,OPEN,"47",WARD,USA
"10002981",DOUGLAS COUNTY JAIL,1036 SE DOUGLAS AVE,ROSEBURG,OR,"97470","-999",COUNTY,OPEN,"224",DOUGLAS,USA
"10002922",WEBB COUNTY JAIL,902 VICTORIA ST,LAREDO,TX,"78040","-999",COUNTY,OPEN,"485",WEBB,USA
"10005134",GRANT COUNTY JAIL,205 S HUMBOLT ST,CANYON CITY,OR,"97820","-999",COUNTY,OPEN,"20",GRANT,USA
"10002962",NORTHERN OREGON REG.CORRECTIONAL FACILITY,201 WEBBER STREET,THE DALLES,OR,"97058","-999",COUNTY,OPEN,"131",WASCO,USA
"10006917",TULSA MUNICIPAL JAIL,600 CIVIC CENTER,TULSA,OK,"74103","-999",LOCAL,OPEN,"-999",TULSA,USA
"10002963",NORTHERN OREGON REG. JUVENILE FACILITY,211 WEBBER STREET,THE DALLES,OR,"97058","-999",COUNTY,OPEN,"-999",WASCO,USA
"10002984",JACKSON COUNTY JAIL,787 W 8TH ST,MEDFORD,OR,"97501","-999",COUNTY,OPEN,"321",JACKSON,USA
"10002895",WHARTON COUNTY JAIL,315 E ELM ST,WHARTON,TX,"77488","-999",COUNTY,OPEN,"125",WHARTON,USA
"10005503",CHOWAN COUNTY JAIL,100 COURT STREET,EDENTON,NC,"27932","-999",COUNTY,OPEN,"-999",CHOWAN,USA
"10001308",JEFFERSON COUNTY DETENTION FACILITY,675 NW CHERRY LN,MADRAS,OR,"97741","-999",COUNTY,OPEN,"90",JEFFERSON,USA
"10004364",WHEELER COUNTY JAIL,7944 US HWY 83,WHEELER,TX,"79096","-999",COUNTY,OPEN,"33",WHEELER,USA
"10002985",JOSEPHINE COUNTY ADULT JAIL,1901 NE F ST,GRANTS PASS,OR,"97526","-999",COUNTY,OPEN,"133",JOSEPHINE,USA
"10001252",JUDGE ARTHUR R. TIPPS JUVENILE JUSTICE CENTER,510 LAMAR ST,WICHITA FALLS,TX,"76301","-999",COUNTY,OPEN,"-999",WICHITA,USA
"10005729",WILBARGER COUNTY JAIL,5215 COLLEGE DRIVE,VERNON,TX,"76384","-999",COUNTY,OPEN,"8",WILBARGER,USA
"10006919",SPRINGFIELD MUNICIPAL JAIL,344 A ST,SPRINGFIELD,OR,"97477","-999",LOCAL,OPEN,"-999",LANE,USA
"10002837",WILLIAMSON COUNTY JUVENILE JUSTICE CENTER,200 WILCO WAY,GEROGETOWN,TX,"78626","-999",COUNTY,OPEN,"42",WILLIAMSON,USA
"10006843",JOSEPHINE COUNTY JUVENILE DETENTION FACILITY,301 NW F STREET,GRANTS PASS,OR,"97526","-999",COUNTY,OPEN,"-999",JOSEPHINE,USA
"10002910",ZAVALA COUNTY JAIL,200 E UVALDE ST,CRYSTAL CITY,TX,"78839","-999",COUNTY,OPEN,"39",ZAVALA,USA
"10000170",IRVING CITY JAIL,305 N O'CONNOR RD,IRVING,TX,"75061","-999",LOCAL,OPEN,"29",DALLAS,USA
"10002899",WILSON COUNTY JAIL,800 10TH ST,FLORESVILLE,TX,"78114","-999",COUNTY,OPEN,"128",WILSON,USA
"10006920",JOHNSON CITY DETENTION FACILITY,601 EAST MAIN STREET,JOHNSON CITY,TN,"37601","-999",LOCAL,OPEN,"80",WASHINGTON,USA
"10003072",NORTHAMPTON COUNTY JUVENILE JUSTICE CENTER,650 FERRY ST,EASTON,PA,"18042","-999",COUNTY,OPEN,"-999",NORTHAMPTON,USA
"10002983",KLAMATH COUNTY JAIL,3201 VANDENBERG RD,KLAMATH FALLS,OR,"97603","-999",COUNTY,OPEN,"124",KLAMATH,USA
"10002978",LANE COUNTY COMMUNITY CORRECTIONS CENTER,75 W 5TH AVE,EUGENE,OR,"97401","-999",COUNTY,OPEN,"39",LANE,USA
"10001866",WOMEN'S RESIDENTIAL CORRECTIONAL FACILITY,1917 HICKMAN ROAD,DES MOINES,IA,"50314","-999",STATE,OPEN,"49",POLK,USA
"10005758",WHITE PINE COUNTY JAIL,1785 GREAT BASIN BLVD,ELY,NV,"89301","-999",COUNTY,OPEN,"-999",WHITE PINE,USA
"10006614",STEIN FORENSIC UNIT,6161 WEST CHARLESTON BLVD,LAS VEGAS,NV,"89146","-999",STATE,OPEN,"12",CLARK,USA
"10001980",MCLENNAN RESIDENTIAL TREATMENT CENTER,116 BURLESON RD,MART,TX,"76664","-999",STATE,OPEN,"65",MCLENNAN,USA
"10005577",SMITH COUNTY JAIL,150 COURT HOUSE SQUARE,RALEIGH,MS,"39153","-999",COUNTY,OPEN,"-999",SMITH,USA
"10002384",MERRIMAC JUVENILE DETENTION CENTER,9300 MERRIMAC TRAIL,WILLIAMSBURG,VA,"23185","-999",COUNTY,OPEN,"-999",JAMES (CITY),USA
"10006921",BARTLETT CITY JAIL,3730 APPLING ROAD,BARTLETT,TN,"38133","-999",LOCAL,OPEN,"-999",SHELBY,USA
"10005746",YAMHILL COUNTY JUVENILE CORRECTIONS DIVISION,535 E 5TH STREET,MCMINNVILLE,OR,"97128","-999",COUNTY,OPEN,"-999",YAMHILL,USA
"10003093",ALLEGHENY COUNTY JAIL,950 2ND AVE,PITTSBURGH,PA,"15219","3100",COUNTY,OPEN,"2490",ALLEGHENY,USA
"10005744",UMATILLA COUNTY JUVENILE DEPARTMENT,817 SOUTHEAST 13TH STREET,PENDLETON,OR,"97801","3231",COUNTY,OPEN,"-999",UMATILLA,USA
"10005757",EUREKA COUNTY JAIL,411 N MAIN ST,EUREKA,NV,"89316","-999",COUNTY,OPEN,"-999",EUREKA,USA
"10005233",ALLEGHENY COUNTY TREATMENT ALTERNATIVES (ACTA),2410 FIFTH AVENUE,PITTSBURGH,PA,"15213","-999",COUNTY,OPEN,"-999",ALLEGHENY,USA
"10006922",MESQUITE CITY JAIL,777 N GALLOWAY,MESQUITE,TX,"75149","-999",LOCAL,OPEN,"18",DALLAS,USA
"10006846",WEST HOMESTEAD CENTER,225 WEST SEVENTH AVENUE,WEST HOMESTEAD,PA,"15120","-999",COUNTY,OPEN,"-999",ALLEGHENY,USA
