OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Are,Shape__Len,_FACILITYID,V003,V074,HYBRID_POP,X2019
"406","10000405",SUWANNEE WORK CAMP,5964 US HWY 90,LIVE OAK,FL,"32060","-999",(386) 963-6532,STATE,CLOSED,"0",SUWANNEE,"12121",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/230.html,NOT AVAILABLE,"-999",0.000003032975428,0.006979758729023,"10000405",PFL144,"257","257","6.90000009536743"
"412","10006329",TOMOKA CRC 285,1341 INDIAN LAKE ROAD,DAYTONA BEACH,FL,"32124","-999",(386) 254-1195,STATE,OPEN,"-999",VOLUSIA,"12127",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/04/01,https://smahealthcare.org/services/volusia-county/,NOT AVAILABLE,"-999",0.000001430722477,0.005007100300731,"10006329",PFL120,"109","109","6.59999990463257"
"415","10000492",HARDEE WORK CAMP,6899 STATE ROAD 62,BOWLING GREEN,FL,"33834","9505",(863) 767-4500,STATE,OPEN,"-999",HARDEE,"12049",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/501.html,NOT AVAILABLE,"-999",0.000002378295221,0.006182026337025,"10000492",PFL064,"286","286","7.40000009536743"
"416","10002176",AVON PARK WORK CAMP,8100 HIGHWAY 64 EAST,AVON PARK,FL,"33825","-999",(863) 453-3174,STATE,OPEN,"-999",POLK,"12105",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/503.html,NOT AVAILABLE,"-999",0.000004561577498,0.009015080479990,"10002176",PFL006,"511","511","6.30000019073486"
"424","10000409",MAYO CORRECTIONAL INSTITUTION ANNEX,8784 US HWY 27 W,MAYO,FL,"32066","3458",(386) 294-4500,STATE,OPEN,"-999",LAFAYETTE,"12067",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/223.html,CLOSE,"1345",0.000016197365539,0.017667080472641,"10000409",PFL097,"1232","1232","7.40000009536743"
"426","10006208",NEW RIVER CORRECTIONAL WORK CAMP,25636 NE SR-16,RAIFORD,FL,"32083","-999",(386) 431-4450,STATE,OPEN,"-999",UNION,"12125",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/213.html,NOT AVAILABLE,"-999",0.000002771779464,0.006660810587344,"10006208",PFL102,"422","422","7.19999980926514"
"429","10002152",CENTURY WORK CAMP,400 TEDDER RD,CENTURY,FL,"32535","3659",(850) 256-6505,STATE,OPEN,"-999",ESCAMBIA,"12033",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/106.html,NOT AVAILABLE,"-999",0.000002215110953,0.005961150403171,"10002152",PFL029,"277","277","6.79999995231628"
"435","10000335",JACKSON WORK CAMP,5607 10TH ST,MALONE,FL,"32445","9998",(850) 569-1958,STATE,CLOSED,"-999",JACKSON,"12063",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/104.html,NOT AVAILABLE,"-999",0.000002360361577,0.006171634547759,"10000335",PFL072,"279","279","7.85000014305115"
"437","10000426",GAINESVILLE WORK CAMP,700 NE 55TH BLVD,GAINESVILLE,FL,"32641","6067",(352) 955-2045,STATE,CLOSED,"0",ALACHUA,"12001",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/255.html,NOT AVAILABLE,"-999",0.000002044270104,0.005530658271496,"10000426",PFL053,"241","241","7.45000004768372"
"439","10000509",MARTIN WORK CAMP,100 SW ALLAPATTAH ROAD,INDIANTOWN,FL,"34956","4310",(772) 597-1013,STATE,OPEN,"-999",MARTIN,"12085",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/430.html,NOT AVAILABLE,"-999",0.000003132805432,0.007532970550984,"10000509",PFL096,"260","260","5.80000019073486"
"447","10004556",SANTA ROSA WORK CAMP,5850 EAST MILTON ROAD,MILTON,FL,"32583","-999",(850) 981-5250,STATE,OPEN,"-999",SANTA ROSA,"12113",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/119.html,NOT AVAILABLE,"-999",0.000002845624067,0.006750966739414,"10004556",PFL130,"429","429","8.30000019073486"
"452","10000433",CROSS CITY WORK CAMP,568 NE 255TH ST,CROSS CITY,FL,"32628","-999",(352) 498-4444,STATE,OPEN,"-999",DIXIE,"12029",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/211.html,NOT AVAILABLE,"-999",0.000001539543064,0.005012962837286,"10000433",PFL036,"279","279","7.40000009536743"
"458","10006168",SAGO PALM RE-ENTRY CENTER,500 BAY BOTTOM ROAD,PAHOKEE,FL,"33476","-999",(561) 924-4320,STATE,OPEN,"-999",PALM BEACH,"12099",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/464.html,MEDIUM,"384",0.000003538702003,0.007538151475673,"10006168",PFL125,"355","355","9.34999990463257"
"461","10004585",LOWELL WORK CAMP,11120 NW GAINESVILLE RD,OCALA,FL,"34482","-999",(352) 690-8900,STATE,OPEN,"-999",MARION,"12083",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/314.html,NOT AVAILABLE,"-999",0.000003878310281,0.007928108801864,"10004585",PFL089,"350","350","6.54999995231628"
"463","10000413",GULF FORESTRY CAMP,3222 DOC WHITFIELD RD,WHITE CITY,FL,"32465","-999",(850) 827-4000,STATE,OPEN,"-999",GULF,"12045",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/109.html,NOT AVAILABLE,"-999",0.000001506961780,0.004682609233045,"10000413",PFL059,"277","277","7.40000009536743"
"498","10004580",FLORIDA STATE PRISON,23916 NW 83RD AVE,RAIFORD,FL,"32026","-999",(904) 368-2500,STATE,OPEN,"-999",BRADFORD,"12007",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/205.html,MAXIMUM,"1460",0.000014345557247,0.015473532006929,"10004580",PFL044,"1351","1351","7.19999980926514"
"531","10000438",LOWELL ANNEX,11120 NW GAINESVILLE RD,OCALA,FL,"34482","1479",(352) 690-8900,STATE,OPEN,"-999",MARION,"12083",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/367.html,MAXIMUM,"1419",0.000010636243587,0.013809139353185,"10000438",PFL087,"1423","1423","6.45000004768372"
"543","10000393",COLUMBIA WORK CAMP,216 SE CORRECTIONS WAY,LAKE CITY,FL,"32025","2013",(386) 754-7243,STATE,CLOSED,"-999",COLUMBIA,"12023",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/201.html,MINIMUM,"-999",0.000002405502300,0.006213738105786,"10000393",PFL033,"255","255","7.20000004768372"
"586","10006328",EVERGLADES RE-ENTRY CENTER,1601 SW 187TH AVENUE,MIAMI,FL,"33194","-999",(305) 480-4400,STATE,OPEN,"-999",MIAMI-DADE,"12086",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/441.html,NOT AVAILABLE,"432",0.000002202922133,0.005937954914108,"10006328",PFL043,"407","407","7.54999995231628"
"873","10000378",JEFFERSON CORRECTIONAL INSTITUTION,1050 BIG JOE RD,MONTICELLO,FL,"32344","0430",(850) 342-0500,STATE,OPEN,"-999",JEFFERSON,"12065",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/103.html,CLOSE,"1111",0.000013445452623,0.015791590320486,"10000378",PFL074,"1114","1114","6.79999995231628"
"1516","10000336","APALACHEE CORRECTIONAL INSTITUTION, WEST UNIT",52 WEST UNIT DR,SNEADS,FL,"32460","4165",(850) 593-9702,STATE,OPEN,"-999",JACKSON,"12063",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/101.html,CLOSE,"680",0.000010267620382,0.013695489787187,"10000336",PFL002,"811","811","7.5"
"1519","10002153",CENTURY CORRECTIONAL INSTITUTION,400 TEDDER RD,CENTURY,FL,"32535","3659",(850) 256-2600,STATE,OPEN,"-999",ESCAMBIA,"12033",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/106.html,CLOSE,"1345",0.000013596373719,0.015166063834233,"10002153",PFL028,"1342","1342","6.90000009536743"
"1525","10000422",FRANKLIN CORRECTIONAL INSTITUTION,1760 HWY 67 NORTH,CARRABELLE,FL,"32322","-999",(850) 697-1100,STATE,OPEN,"-999",FRANKLIN,"12037",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/113.html,CLOSE,"1346",0.000011527647985,0.014070427562225,"10000422",PFL047,"1498","1498","7.40000009536743"
"1532","10000411",GULF CORRECTIONAL INSTITUTION ANNEX,699 IKE STEELE ROAD,WEWAHITCHKA,FL,"32465","0010",(850) 639-1509,STATE,CLOSED,"-999",GULF,"12045",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/150.html,CLOSE,"1398",0.000014458898931,0.016541241122217,"10000411",PFL058,"1","1","6.69999980926514"
"1534","10000368",NORTHWEST FLORIDA RECEPTION CENTER ANNEX,4455 SAM MITCHELL DR,CHIPLEY,FL,"32428","3597",(850) 773-6500,STATE,OPEN,"-999",WASHINGTON,"12133",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/125.html,CLOSE,"1415",0.000012943529555,0.015367752422726,"10000368",PFL104,"1111","1111","7.54999995231628"
"1539","10004575",WAKULLA CORRECTIONAL INSTITUTION,110 MELALEUCA DRIVE,CRAWFORDVILLE,FL,"32327","4963",(850) 410-1895,STATE,OPEN,"-999",WAKULLA,"12129",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/118.html,CLOSE,"1399",0.000013901253396,0.016721128080351,"10004575",PFL160,"1523","1523","7.42500007152557"
"1554","10000395",COLUMBIA CORRECTIONAL INSTITUTION,216 SE CORRECTIONS WAY,LAKE CITY,FL,"32025","2013",(386) 754-7600,STATE,OPEN,"-999",COLUMBIA,"12023",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/201.html,CLOSE,"1427",0.000013785421743,0.015595851985035,"10000395",PFL032,"876","876","7.20000012715658"
"1558","10000396",COLUMBIA CORRECTIONAL INSTITUTION ANNEX,216 SE CORRECTIONS WAY,LAKE CITY,FL,"32025","2013",(386) 754-7600,STATE,OPEN,"-999",COLUMBIA,"12023",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/251.html,CLOSE,"1566",0.000009183322163,0.012513902753199,"10000396",PFL031,"1452","1452","7"
"1572","10000432",CROSS CITY CORRECTIONAL INSTITUTION,568 NE 255TH ST,CROSS CITY,FL,"32628","-999",(352) 498-4741,STATE,OPEN,"-999",DIXIE,"12029",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/211.html,CLOSE,"1022",0.000014830192185,0.015763039678597,"10000432",PFL034,"1045","1045","7.20000004768372"
"1603","10000385",HAMILTON CORRECTIONAL INSTITUTION,10650 SW 46TH ST,JASPER,FL,"32052","1360",(386) 792-5151,STATE,OPEN,"-999",HAMILTON,"12047",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/215.html,CLOSE,"1109",0.000011820427062,0.013235725371447,"10000385",PFL061,"1041","1041","7.19999980926514"
"1607","10000414",LAWTEY CORRECTIONAL INSTITUTION,22298 NE COUNTY ROAD 200B,LAWTEY,FL,"32058","-999",(904) 782-2000,STATE,OPEN,"-999",BRADFORD,"12007",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/255.html,MEDIUM,"832",0.000009748159755,0.013943593839085,"10000414",PFL084,"834","834","6.59999990463257"
"1611","10000428",LANCASTER CORRECTIONAL INSTITUTION,3449 SW STATE RD 26,TRENTON,FL,"32693","5641",(352) 463-4100,STATE,OPEN,"-999",GILCHRIST,"12041",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/281.html,CLOSE,"544",0.000024734352792,0.020392396834479,"10000428",PFL081,"509","509","7.04999995231628"
"1616","10000384",HAMILTON CORRECTIONAL INSTITUTION ANNEX,10650 SW 46TH ST,JASPER,FL,"32052","1360",(386) 792-5897,STATE,OPEN,"-999",HAMILTON,"12047",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/250.html,CLOSE,"1138",0.000013797553265,0.016712618940460,"10000384",PFL060,"1261","1261","7.19999980926514"
"1619","10006323",MAYO CORRECTIONAL INSTITUTION,8784 US HWY 27 W,MAYO,FL,"32066","-999",NOT AVAILABLE,STATE,CLOSED,"0",LAFAYETTE,"12067",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/212.html,NOT AVAILABLE,"-999",0.000014920995000,0.015760300674605,"10006323",,,"0","7.40000009536743"
"1625","10000430",PUTNAM CORRECTIONAL INSTITUTION,128 YELVINGTON RD,EAST PALATKA,FL,"32131","2100",(386) 326-6800,STATE,OPEN,"-999",PUTNAM,"12107",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/214.html,MEDIUM,"457",0.000002986199888,0.006944661496427,"10000430",PFL117,"463","463","7.69999980926514"
"1628","10000329",VALDOSTA STATE PRISON ANNEX,3131 VAL TECH RD,VALDOSTA,GA,"31601","-999",(229) 245-6450,STATE,OPEN,"-999",LOWNDES,"13185",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/valdosta-state-prison,CLOSE,"554",0.000003481282874,0.007885230656795,"10000329",,,,"8"
"1646","10002187",CHARLOTTE CORRECTIONAL INSTITUTION,33123 OIL WELL RD,PUNTA GORDA,FL,"33955","9701",(941) 833-8100,STATE,OPEN,"-999",CHARLOTTE,"12015",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/510.html,CLOSE,"1382",0.000011818696066,0.013450994867983,"10002187",PFL030,"1107","1107","6.30000019073486"
"1652","10000467",ZEPHYRHILLS CORRECTIONAL INSTITUTION,2739 GALL BLVD,ZEPHYRHILLS,FL,"33541","9701",(813) 782-5521,STATE,OPEN,"-999",PASCO,"12101",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/573.html,CLOSE,"753",0.000011176371117,0.013479221645199,"10000467",PFL165,"618","618","7.70000004768372"
"1656","10000460","CENTRAL FLORIDA RECEPTION CENTER, SOUTH",7000 H C KELLEY RD,ORLANDO,FL,"32831","2518",(407) 207-7777,STATE,OPEN,"-999",ORANGE,"12095",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/323.html,CLOSE,"150",0.000001606530986,0.005355597316153,"10000460",PFL027,"102","102","7"
"1657","10000504",DESOTO ANNEX,13617 SE HWY 70,ARCADIA,FL,"34266","7800",(863) 494-3727,STATE,OPEN,"-999",DESOTO,"12027",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/564.html,CLOSE,"1453",0.000014459942577,0.015779963650633,"10000504",PFL038,"1599","1599","6.40000009536743"
"1661","10006167",FLORIDA WOMEN'S RECEPTION CENTER,3700 NW 111TH PLACE,OCALA,FL,"34482","1479",(352) 840-8000,STATE,OPEN,"-999",MARION,"12083",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/368.html,CLOSE,"1235",0.000010729424503,0.013704054619188,"10006167",PFL046,"939","939","6.65000009536743"
"1755","10000407",WAKULLA WORK CAMP,110 MELALEUCA DR,CRAWFORDVILLE,FL,"32327","4963",(850) 413-9213,STATE,CLOSED,"-999",WAKULLA,"12129",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/118.html,NOT AVAILABLE,"-999",0.000003184630941,0.007271168038234,"10000407",PFL161,"429","429","7.59999990463257"
"1788","10005212",FRANKLIN WORK CAMP,1760 HWY 67 NORTH,CARRABELLE,FL,"32322","-999",(850) 697-1464,STATE,CLOSED,"-999",FRANKLIN,"12037",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/113.html,NOT AVAILABLE,"-999",0.000002801939900,0.006695823262576,"10005212",PFL048,"249","249","7.30000019073486"
"1799","10006326",GADSDEN RE-ENTRY CENTER,630 OPPORTUNITY LANE,HAVANA,FL,"32333","-999",(850) 539-2440,STATE,OPEN,"-999",GADSDEN,"12039",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/144.html,MEDIUM,"432",0.000002483212938,0.006351790111140,"10006326",PFL052,"419","419","7.69999980926514"
"1801","10006327",BAKER RE-ENTRY CENTER,17128 US HIGHWAY 90 WEST,SANDERSON,FL,"32087","2359",(386) 719-6300,STATE,OPEN,"-999",BAKER,"12003",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/275.html,MEDIUM,"432",0.000003079494718,0.007034675984957,"10006327",PFL008,"416","416","6.69999980926514"
"1808","10000503",DESOTO WORK CAMP,13617 SE HWY 70,ARCADIA,FL,"34266","-999",(863) 494-3727,STATE,OPEN,"-999",DESOTO,"12027",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/564.html,NOT AVAILABLE,"-999",0.000001807603439,0.005398662376702,"10000503",PFL039,"286","286","6.40000009536743"
"1809","10000361",WALTON WORK CAMP,301 INSTITUTION RD,DEFUNIAK SPRINGS,FL,"32433","0000",(850) 951-1300,STATE,OPEN,"-999",WALTON,"12131",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/108.html,NOT AVAILABLE,"-999",0.000002179459898,0.005934298636276,"10000361",PFL163,"254","254","8.10000038146973"
"1811","10004572",TAYLOR WORK CAMP,8501 HAMPTON SPRINGS ROAD,PERRY,FL,"32348","-999",(850) 838-8550,STATE,CLOSED,"0",TAYLOR,"12123",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/218.html,NOT AVAILABLE,"-999",0.000003158903610,0.007177863729385,"10004572",,,"0","7.45000004768372"
"1815","10000403",BAKER WORK CAMP,20706 US HIGHWAY 90 WEST,SANDERSON,FL,"32087","2359",(386) 719-6130,STATE,OPEN,"-999",BAKER,"12003",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/279.html,NOT AVAILABLE,"-999",0.000001692003480,0.005279214024216,"10000403",PFL009,"283","283","7.25"
"1816","10000382",MADISON WORK CAMP,382 SW MCI WAY,MADISON,FL,"32340","4430",(850) 973-5645,STATE,OPEN,"-999",MADISON,"12079",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/216.html,NOT AVAILABLE,"-999",0.000001602953262,0.005073200724844,"10000382",PFL092,"246","246","6.59999990463257"
"1818","10000410",MAYO WORK CAMP,8784 US HWY 27 W,MAYO,FL,"32066","-999",(386) 294-4752,STATE,CLOSED,"0",LAFAYETTE,"12067",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/14,IMAGERY/OTHER,2024/02/14,https://fdc.myflorida.com/ci/223.html,NOT AVAILABLE,"-999",0.000002359239261,0.006152351817522,"10000410",,,"0","7.40000009536743"
"1842","10000457",SUMTER WORK CAMP,9858 COUNTY RD 476B,BUSHNELL,FL,"33513","0667",(352) 569-6114,STATE,OPEN,"-999",SUMTER,"12119",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/307.html,NOT AVAILABLE,"-999",0.000001420482022,0.004703583996179,"10000457",PFL140,"288","288","6.59999990463257"
"1867","10000455",SUMTER CORRECTIONAL INSTITUTION AND BASIC TRAINING UNIT,9544 COUNTY RD 476B,BUSHNELL,FL,"33513","0667",(352) 569-6100,STATE,OPEN,"-999",SUMTER,"12119",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/307.html,CLOSE,"1551",0.000028175230909,0.021173050163786,"10000455",PFL139,"1183","1183","6.59999990463257"
"1867","10000455",SUMTER CORRECTIONAL INSTITUTION AND BASIC TRAINING UNIT,9544 COUNTY RD 476B,BUSHNELL,FL,"33513","0667",(352) 569-6100,STATE,OPEN,"-999",SUMTER,"12119",USA,"922140",CORRECTIONAL INSTITUTIONS,https://fdc.myflorida.com/org/facilitydir.html,2024/02/15,IMAGERY/OTHER,2024/02/15,https://fdc.myflorida.com/ci/307.html,CLOSE,"1551",0.000028175230909,0.021173050163786,"10000455",PFL137,"35","35","6.59999990463257"
"2038","10006339",BAINBRIDGE SUBSTANCE ABUSE CENTER,235 STATE HOSPITAL ROAD,BAINBRIDGE,GA,"39817","-999",(229) 248-2463,STATE,OPEN,"-999",DECATUR,"13087",USA,"922140",CORRECTIONAL INSTITUTIONS,https://gdc.georgia.gov/locations,2024/02/21,IMAGERY/OTHER,2024/02/21,https://gdc.georgia.gov/locations/bainbridge-substance-abuse-center,NOT AVAILABLE,"316",0.000008811092584,0.013161051705148,"10006339",PGA017,"370","370","8.19999980926514"
