FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,SECURELVL,degx,degy,EBF_PFS,PM25F_PFS,TPF,EB_ET,PM25_ET,TC,CC,N_ENY_EOMI,N_PLN_EOMI,washu_mean,pm25_et_wa,pm25_2019,thresh_dif
"687","10003199",DOWNSTATE CORRECTIONAL FACILITY,121 RED SCHOOLHOUSE ROAD,FISHKILL,NY,"12524","0445",(845) 831-6600,STATE,OPEN,"1196",DUTCHESS,"36027",USA,MAXIMUM,-73.945534,41.532353,,0.200000000000000,1442.000000000000000,"0","0","1",1.000000000000000,"0","0",5.877519863155620,"0",5.900000095367430,
"689","10003195",EASTERN NY CORRECTIONAL FACILITY,30 INSTITUTION RD,NAPANOCH,NY,"12458","0338",(845) 647-7400,STATE,OPEN,"900",ULSTER,"36111",USA,MAXIMUM,-74.361827,41.741523,0.630000000000000,0.090000000000000,4480.000000000000000,"0","0","0",0.000000000000000,"0","0",5.630275227607938,"0",6.000000000000000,
"690","10003166",COLLINS CORRECTIONAL FACILITY,"P.O. BOX 490, MIDDLE RD",COLLINS,NY,"14034","0490",(716) 532-4588,STATE,OPEN,"1059",ERIE,"36029",USA,MEDIUM,-78.938952,42.491832,0.800000000000000,0.130000000000000,2791.000000000000000,"0","0","2",2.000000000000000,"0","1",5.599999904632568,"0",5.700000047683720,
"691","10003188",COXSACKIE CORRECTIONAL FACILITY,11260 ROUTE 9 WEST,COXSACKIE,NY,"12051","0200",(518) 731-2781,STATE,OPEN,"901",GREENE,"36039",USA,MAXIMUM,-73.835788,42.343432,,0.090000000000000,2595.000000000000000,"0","0","0",0.000000000000000,"0","0",5.800000190734864,"0",5.800000190734860,
"692","10003198",FISHKILL CORRECTIONAL FACILITY,18 STRACK DRIVE,BEACON,NY,"12508","0307",(845) 831-4800,STATE,OPEN,"1635",DUTCHESS,"36027",USA,MEDIUM,-73.950397,41.523156,0.930000000000000,0.200000000000000,1442.000000000000000,"1","0","4",3.000000000000000,"1","0",5.699999968210856,"0",5.699999968210860,
"698","10003132",FRANKLIN CORRECTIONAL FACILITY,62 BARE HILL RD,MALONE,NY,"12953","0010",(518) 483-6040,STATE,OPEN,"1453",FRANKLIN,"36033",USA,MEDIUM,-74.313437,44.868928,0.750000000000000,0.060000000000000,5745.000000000000000,"0","0","0",0.000000000000000,"0","0",4.785937462002040,"0",5.233333269755050,
"700","10003122",GOUVERNEUR CORRECTIONAL FACILITY,112 SCOTCH SETTLEMENT RD,GOUVERNEUR,NY,"13642","0370",(315) 287-7351,STATE,OPEN,"976",ST. LAWRENCE,"36089",USA,MEDIUM,-75.441885,44.340189,0.810000000000000,0.070000000000000,7018.000000000000000,"0","0","2",2.000000000000000,"0","0",4.633333245913188,"0",4.666666666666670,
"702","10003189",GREENE CORRECTIONAL FACILITY,165 PLANK RD,COXSACKIE,NY,"12051","0008",(518) 731-2741,STATE,OPEN,"1648",GREENE,"36039",USA,MEDIUM,-73.822263,42.346542,,0.090000000000000,2595.000000000000000,"0","0","0",0.000000000000000,"0","0",5.800000190734864,"0",5.800000190734860,
"715","10001054",SOUTH BEND COMMUNITY RE ENTRY CENTER,4650 OLD CLEVELAND RD,SOUTH BEND,IN,"46628","-999",(574) 234-4094,STATE,OPEN,"150",ST. JOSEPH,"18141",USA,MINIMUM,-86.312072,41.721511,0.210000000000000,0.580000000000000,6980.000000000000000,"0","0","0",0.000000000000000,"0","0",7.353658524955192,"0",7.199999809265140,
"716","10001060",CORRECTIONAL INDUSTRIAL FACILITY,5124 W REFORMATORY RD,PENDLETON,IN,"46064","-999",(765) 778-8011,STATE,OPEN,"1420",MADISON,"18095",USA,MEDIUM,-85.771359,39.975985,0.960000000000000,0.620000000000000,3116.000000000000000,"1","0","2",2.000000000000000,"1","0",8.679999923706054,"0",8.599999904632570,
"717","10001075",BRANCHVILLE CORRECTIONAL FACILITY,21390 OLD STATE RD 37,BRANCHVILLE,IN,"47514","-999",(812) 843-5921,STATE,OPEN,"1460",PERRY,"18123",USA,MEDIUM,-86.599801,38.151378,0.720000000000000,0.670000000000000,5344.000000000000000,"0","0","0",0.000000000000000,"0","1",6.826240017700196,"0",7.099999904632570,
"722","10003152",MID-STATE CORRECTIONAL FACILITY,9005 OLD RIVER RD,MARCY,NY,"13403","0216",(315) 768-8581,STATE,OPEN,"1584",ONEIDA,"36065",USA,MEDIUM,-75.297109,43.168787,0.000000000000000,0.060000000000000,2328.000000000000000,"0","0","2",2.000000000000000,"0","0",5.275000095367432,"0",5.266666730244950,
"724","10003149",MOHAWK CORRECTIONAL FACILITY,6514 ROUTE 26,ROME,NY,"13442","-999",(315) 339-5232,STATE,OPEN,"1389",ONEIDA,"36065",USA,MEDIUM,-75.481851,43.181042,0.000000000000000,0.050000000000000,1607.000000000000000,"0","0","3",2.000000000000000,"0","0",5.000000000000000,"0",5.000000000000000,
"728","10001072",WABASH VALLEY CORRECTIONAL FACILITY,6908 S OLD US HWY 41,CARLISLE,IN,"47838","-999",(812) 398-5050,STATE,OPEN,"2000",SULLIVAN,"18153",USA,MAXIMUM,-87.400303,38.977929,0.850000000000000,0.710000000000000,3957.000000000000000,"0","0","0",0.000000000000000,"0","1",8.164925436475384,"0",8.066666920979820,
"729","10001071",PUTNAMVILLE CORRECTIONAL FACILITY,1946 W US HWY 40,GREENCASTLE,IN,"46135","-999",(765) 653-8441,STATE,OPEN,"1950",PUTNAM,"18133",USA,MEDIUM,-86.886665,39.565037,0.810000000000000,0.630000000000000,5979.000000000000000,"0","0","0",0.000000000000000,"0","1",7.565217399597168,"0",7.599999904632570,
"739","10001051",WESTVILLE CORRECTIONAL FACILITY,5501 S 1100 W,WESTVILLE,IN,"46391","-999",(219) 785-2511,STATE,OPEN,"3200",LAPORTE,"18091",USA,MEDIUM,-86.908085,41.525753,0.490000000000000,0.530000000000000,8251.000000000000000,"0","0","0",0.000000000000000,"0","1",7.235513981257644,"0",7.699999809265140,
"741","10001059",MIAMI CORRECTIONAL FACILITY,3038 W 850 S,BUNKER HILL,IN,"46914","9810",(765) 689-8920,STATE,OPEN,"3150",MIAMI,"18103",USA,MAXIMUM,-86.135300,40.645930,0.830000000000000,0.480000000000000,2657.000000000000000,"0","0","1",1.000000000000000,"0","0",8.662500023841858,"0",8.800000190734860,
"744","10003204",OTISVILLE CORRECTIONAL FACILITY,57 SANITORIUM ROAD,OTISVILLE,NY,"10963","0008",(845) 386-1490,STATE,OPEN,"581",ORANGE,"36071",USA,MEDIUM,-74.525178,41.487398,0.700000000000000,0.140000000000000,6731.000000000000000,"0","0","0",0.000000000000000,"0","0",5.677142878941128,"0",5.833333492279050,
"745","10006198",USP YAZOO CITY,2225 HALEY BARBOUR PARKWAY,YAZOO CITY,MS,"39194","-999",(662) 716-1241,FEDERAL,OPEN,"562",YAZOO,"28163",USA,MAXIMUM,-90.445938,32.891762,0.890000000000000,0.660000000000000,8666.000000000000000,"0","0","3",2.000000000000000,"0","0",7.117718120549350,"0",8.000000000000000,
"746","10002713",WHEELER STATE JAIL,986 COUNTY RD AA,PLAINVIEW,TX,"79072","-999",(806) 293-1081,STATE,OPEN,"529",HALE,"48189",USA,MEDIUM,-101.646270,34.180299,0.320000000000000,0.130000000000000,4519.000000000000000,"0","0","0",0.000000000000000,"0","0",4.657319379396766,"0",5.250000000000000,
"749","10003197",WALLKILL CORRECTIONAL FACILITY,50 MCKENDRICK RD,WALLKILL,NY,"12589","0286",(845) 895-2021,STATE,OPEN,"550",ULSTER,"36111",USA,MEDIUM,-74.162573,41.628397,0.680000000000000,0.150000000000000,4279.000000000000000,"0","0","0",0.000000000000000,"0","0",5.740624949336052,"0",5.800000190734860,
"753","10005554",LEFLORE COUNTY RESTITUTION CENTER,308 STATE HIGHWAY 7 NORTH REAR,GREENWOOD,MS,"38930","-999",(662) 453-5134,STATE,OPEN,"5",LEFLORE,"28083",USA,MINIMUM,-90.150086,33.519616,0.990000000000000,0.590000000000000,3455.000000000000000,"1","0","9",4.000000000000000,"1","0",7.222257061064430,"0",7.199999928474430,
"784","10001816",EAST MISSISSIPPI CORRECTIONAL FACILITY,10641 HWY 80 W,MERIDIAN,MS,"39307","-999",(601) 485-5255,STATE,OPEN,"1266",LAUDERDALE,"28075",USA,MAXIMUM,-88.798755,32.338667,0.900000000000000,0.730000000000000,2708.000000000000000,"1","0","0",0.000000000000000,"1","0",7.689959813313312,"0",7.566666762034100,
"819","10001547",ROXBURY CORRECTIONAL INSTITUTION,18701 ROXBURY RD,HAGERSTOWN,MD,"21746","-999",(240) 420-3000,STATE,OPEN,"1749",WASHINGTON,"24043",USA,MEDIUM,-77.717326,39.556112,,0.360000000000000,6501.000000000000000,"0","0","0",0.000000000000000,"0","0",7.450000047683716,"0",7.500000000000000,
"824","10004121",NH CORRECTIONAL FACILITY FOR WOMEN,317 MAST RD,GOFFSTOWN,NH,"03045","-999",(603) 668-6137,STATE,OPEN,"162",HILLSBOROUGH,"33011",USA,CLOSE,-71.539627,43.010273,0.780000000000000,0.000000000000000,8306.000000000000000,"0","0","0",0.000000000000000,"0","0",5.185714244842530,"0",5.133333365122480,
"831","10006377",JOHNSTOWN CCC,301 WASHINGTON STREET,JOHNSTOWN,PA,"15901","-999",(814) 533-2416,STATE,OPEN,"0",CAMBRIA,"42021",USA,MINIMUM,-78.920298,40.328301,0.880000000000000,0.310000000000000,1122.000000000000000,"0","0","10",4.000000000000000,"0","0",8.150000095367432,"0",8.100000381469730,
"834","10006379",PROGRESS CCC,179 PROGRESS AVENUE,WAYNESBURG,PA,"15370","8090",(724) 852-5560,STATE,OPEN,"0",GREENE,"42059",USA,MINIMUM,-80.134473,39.904213,0.460000000000000,0.240000000000000,4660.000000000000000,"0","0","0",0.000000000000000,"0","0",6.984210503728766,"0",7.500000000000000,
"840","10001586",FCI PETERSBURG MEDIUM,1060 RIVER RD,HOPEWELL,VA,"23860","-999",(804) 504-7200,FEDERAL,OPEN,"1601",PRINCE GEORGE,"51149",USA,MEDIUM,-77.346679,37.304454,0.880000000000000,0.280000000000000,4524.000000000000000,"0","0","2",2.000000000000000,"0","0",7.349999944369000,"0",7.199999809265140,
"862","10001582",CENTRAL VIRGINIA CORRECTIONAL UNIT #13,6900 COURTHOUSE RD,CHESTERFIELD,VA,"23832","-999",(804) 796-4277,STATE,OPEN,"140",CHESTERFIELD,"51041",USA,MINIMUM,-77.563473,37.403277,0.210000000000000,0.300000000000000,4848.000000000000000,"0","0","0",0.000000000000000,"0","0",6.643076926011306,"0",7.000000000000000,
"866","10001825",GROSSMAN CENTER,4715 BREWER PL,LEAVENWORTH,KS,"66048","-999",(913) 222-8420,FEDERAL,OPEN,"-999",LEAVENWORTH,"20103",USA,MINIMUM,-94.893975,39.271122,0.720000000000000,0.430000000000000,5013.000000000000000,"0","0","2",2.000000000000000,"0","1",6.866666634877522,"0",7.000000000000000,
"869","10001578",BUCKINGHAM CORRECTIONAL CENTER,1349 CORRECTIONAL CENTER ROAD,DILLWYN,VA,"23936","-999",(434) 983-4400,STATE,OPEN,"1132",BUCKINGHAM,"51029",USA,CLOSE,-78.474329,37.566675,0.950000000000000,0.150000000000000,5740.000000000000000,"1","0","1",1.000000000000000,"1","0",5.972156887428434,"0",5.800000190734860,
"874","10006378",PITTSBURGH CCC,535 SOUTH AIKEN AVENUE,PITTSBURGH,PA,"15232","-999",(412) 681-5204,STATE,OPEN,"0",ALLEGHENY,"42003",USA,MINIMUM,-79.937581,40.454860,0.240000000000000,0.870000000000000,4278.000000000000000,"0","0","0",0.000000000000000,"0","1",9.194900383297000,"1",9.100000381469730,washuonly
"881","10006375",YORK CCC,317 WEST MARKET STREET,YORK,PA,"17401","-999",(717) 771-4541,STATE,OPEN,"0",YORK,"42133",USA,MINIMUM,-76.735403,39.960313,0.700000000000000,0.630000000000000,1588.000000000000000,"0","0","10",5.000000000000000,"0","1",8.567502923214327,"0",8.500000000000000,
"886","10003268",FLUVANNA CORRECTIONAL CENTER FOR WOMEN,144 PRISON LANE,TROY,VA,"22974","-999",(434) 984-3700,STATE,OPEN,"1181",FLUVANNA,"51065",USA,MAXIMUM,-78.270179,37.982639,0.520000000000000,0.150000000000000,6181.000000000000000,"0","0","0",0.000000000000000,"0","0",5.870940204359528,"0",6.000000000000000,
"896","10003327",GREENSVILLE CORRECTIONAL CENTER,901 CORRECTIONS WAY,JARRATT,VA,"23870","9614",(434) 535-7000,STATE,OPEN,"2976",GREENSVILLE,"51081",USA,CLOSE,-77.486365,36.798728,,0.160000000000000,3123.000000000000000,"0","0","1",1.000000000000000,"0","0",6.177147359606132,"0",6.199999968210860,
"946","10001096",MT. PLEASANT CORRECTIONAL FACILITY,1200 EAST WASHINGTON STREET,MOUNT PLEASANT,IA,"52641","-999",(319) 385-9511,STATE,OPEN,"1000",HENRY,"19087",USA,MINIMUM,-91.536174,40.955814,0.880000000000000,0.550000000000000,4962.000000000000000,"0","0","0",0.000000000000000,"0","0",7.196153860825760,"0",7.199999809265140,
"947","10001077",FORT DODGE CORRECTIONAL FACILITY,1550 L STREET,FORT DODGE,IA,"50501","-999",(515) 574-4700,STATE,OPEN,"1296",WEBSTER,"19187",USA,MEDIUM,-94.196093,42.484893,0.590000000000000,0.320000000000000,4909.000000000000000,"0","0","0",0.000000000000000,"0","0",6.134693807485152,"0",5.900000095367430,
"948","10001087",IOWA CORRECTIONAL INSTITUTION FOR WOMEN,420 MILL STREET SOUTHWEST,MITCHELLVILLE,IA,"50169","-999",(515) 725-5042,STATE,OPEN,"711",POLK,"19153",USA,MEDIUM,-93.366104,41.662996,0.350000000000000,0.290000000000000,6277.000000000000000,"0","0","0",0.000000000000000,"0","0",7.022395821909110,"0",7.000000000000000,
"949","10001099",CLARINDA CORRECTIONAL FACILITY,2000 NORTH 16TH STREET,CLARINDA,IA,"51632","-999",(712) 542-5634,STATE,OPEN,"1002",PAGE,"19145",USA,MEDIUM,-95.035826,40.762491,0.540000000000000,0.270000000000000,3218.000000000000000,"0","0","0",0.000000000000000,"0","0",6.848275842337774,"0",6.900000095367430,
"950","10005639",WATERLOO WOMEN'S CENTER FOR CHANGE,1515 LAFAYETTE,WATERLOO,IA,"50703","-999",(319) 292-0900,STATE,OPEN,"39",BLACK HAWK,"19013",USA,NOT AVAILABLE,-92.323414,42.493643,0.660000000000000,0.490000000000000,3861.000000000000000,"0","0","2",2.000000000000000,"0","1",7.150000027247838,"0",7.000000000000000,
"951","10001100",IOWA STATE PENITENTIARY,2111 330TH AVENUE,FORT MADISON,IA,"52627","-999",(319) 372-5432,STATE,OPEN,"688",LEE,"19111",USA,MAXIMUM,-91.303268,40.653619,0.610000000000000,0.620000000000000,3331.000000000000000,"0","0","0",0.000000000000000,"0","0",7.480000042915346,"0",7.300000190734860,
"952","10001856",DUBUQUE RESIDENTIAL FACILITY,1494 ELM ST,DUBUQUE,IA,"52001","-999",(563) 556-6196,STATE,OPEN,"71",DUBUQUE,"19061",USA,NOT AVAILABLE,-90.663734,42.508183,0.920000000000000,0.600000000000000,3040.000000000000000,"1","0","10",7.000000000000000,"1","1",7.724999964237214,"0",7.800000190734860,
"953","10001853",WEST UNION RESIDENTIAL FACILITY,500 S PINE ST,WEST UNION,IA,"52175","-999",(563) 422-5758,STATE,OPEN,"45",FAYETTE,"19065",USA,NOT AVAILABLE,-91.804868,42.955350,0.720000000000000,0.450000000000000,2679.000000000000000,"0","0","0",0.000000000000000,"0","0",6.946875035762788,"0",7.000000000000000,
"954","10001852",BEJE CLARK RESIDENTIAL CENTER(MASON CITY RES),818 15TH ST SW,MASON CITY,IA,"50402","1226",(641) 424-3817,STATE,OPEN,"49",CERRO GORDO,"19033",USA,NOT AVAILABLE,-93.213379,43.137840,0.730000000000000,0.400000000000000,4585.000000000000000,"0","0","0",0.000000000000000,"0","1",6.381818121129816,"0",6.199999809265140,
"955","10001078",FORT DODGE RESIDENTIAL CENTER,311 1ST AVENUE SOUTH,FORT DODGE,IA,"50501","-999",(515) 955-6393,STATE,OPEN,"52",WEBSTER,"19187",USA,NOT AVAILABLE,-94.193289,42.502987,0.750000000000000,0.330000000000000,1619.000000000000000,"0","0","2",2.000000000000000,"0","0",6.099999904632568,"0",6.099999904632570,
"956","10001863",MARSHALLTOWN RESIDENTIAL CENTER,1401 S 17TH AVE,MARSHALLTOWN,IA,"50158","-999",(641) 753-5571,STATE,OPEN,"52",MARSHALL,"19127",USA,NOT AVAILABLE,-92.886524,42.031421,0.750000000000000,0.350000000000000,4226.000000000000000,"0","0","0",0.000000000000000,"0","0",7.078947343324360,"0",7.099999904632570,
"957","10001076",SHELDON RESIDENTIAL FACILITY,720 WESTERN AVE,SHELDON,IA,"51201","-999",(712) 324-5384,STATE,OPEN,"30",SIOUX,"19167",USA,NOT AVAILABLE,-95.862416,43.184514,0.680000000000000,0.140000000000000,3790.000000000000000,"0","0","0",0.000000000000000,"0","0",5.832649295899406,"0",6.000000000000000,
"959","10001089",FORT DES MOINES COMMUNITY CORRECTIONS COMPLEX,68 THAYER ST,DES MOINES,IA,"50315","-999",(515) 242-6600,STATE,OPEN,"249",POLK,"19153",USA,NOT AVAILABLE,-93.619652,41.521571,0.180000000000000,0.290000000000000,2552.000000000000000,"0","0","4",3.000000000000000,"0","1",6.900000095367432,"0",6.950000047683720,
"960","10001862",GERALD R HINZMAN CENTER (CEDAR RAPIDS RESIDENTIAL),1051 29TH AVENUE SOUTHWEST,CEDAR RAPIDS,IA,"52404","-999",(319) 398-3668,STATE,OPEN,"84",LINN,"19113",USA,MINIMUM,-91.683485,41.948104,0.380000000000000,0.580000000000000,4730.000000000000000,"0","0","0",0.000000000000000,"0","1",7.477777798970540,"0",7.599999904632570,
"961","10001861",LARY A NELSON CENTER (CEDAR RAPIDS WORK RELEASE),1001 29TH AVENUE SOUTHWEST,CEDAR RAPIDS,IA,"52404","-999",(319) 398-3600,STATE,OPEN,"112",LINN,"19113",USA,MINIMUM,-91.682391,41.947476,0.380000000000000,0.580000000000000,4730.000000000000000,"0","0","0",0.000000000000000,"0","1",7.477777798970540,"0",7.599999904632570,
"963","10001871",BURLINGTON RESIDENTIAL FACILITY,835 VALLEY STREET,BURLINGTON,IA,"52601","-999",(319) 753-5478,STATE,OPEN,"59",DES MOINES,"19057",USA,NOT AVAILABLE,-91.110205,40.810165,0.930000000000000,0.640000000000000,3340.000000000000000,"1","0","2",2.000000000000000,"1","0",7.200000047683716,"0",7.199999968210860,
"965","10001869",OTTUMWA RESIDENTIAL FACILITY,245 OSAGE DR,OTTUMWA,IA,"52501","-999",(641) 682-3069,STATE,OPEN,"73",WAPELLO,"19179",USA,NOT AVAILABLE,-92.402542,41.068973,0.490000000000000,0.410000000000000,4523.000000000000000,"0","0","0",0.000000000000000,"0","0",6.790909073569558,"0",7.099999904632570,
"1016","10003073",SCI MAHANOY,301 MOREA RD,FRACKVILLE,PA,"17932","-999",(570) 773-2158,STATE,OPEN,"2363",SCHUYLKILL,"42107",USA,MEDIUM,-76.180815,40.792862,0.850000000000000,0.310000000000000,5751.000000000000000,"0","0","0",0.000000000000000,"0","1",7.082568820463408,"0",7.200000047683720,
"1049","10001597",BRUNSWICK WORK CENTER,1147 PLANTERS RD,LAWRENCEVILLE,VA,"23868","-999",(434) 848-4131,STATE,OPEN,"172",BRUNSWICK,"51025",USA,MINIMUM,-77.827157,36.775066,,0.190000000000000,1760.000000000000000,"0","0","1",1.000000000000000,"0","0",6.300000190734864,"0",6.300000190734860,
"1061","10003316",HALIFAX CORRECTIONAL UNIT #23,1200 FARM RD,HALIFAX,VA,"24558","-999",(434) 572-2683,STATE,OPEN,"247",HALIFAX,"51083",USA,MINIMUM,-78.931004,36.727549,0.940000000000000,0.290000000000000,4778.000000000000000,"1","0","5",4.000000000000000,"1","0",6.063725522920198,"0",6.200000047683720,
"1063","10000387",CALHOUN WORK CAMP,19564 SE INSTITUTION DR,BLOUNTSTOWN,FL,"32424","5156",(850) 237-6632,STATE,OPEN,"283",CALHOUN,"12013",USA,NOT AVAILABLE,-85.063945,30.405850,0.780000000000000,0.260000000000000,7810.000000000000000,"0","0","0",0.000000000000000,"0","0",7.040533349355062,"0",7.300000190734860,
"1079","10005831",JESSUP CORRECTIONAL INSTITUTION,"P O BOX 549, HOUSE OF CORRECTION RD",JESSUP,MD,"20794","-999",NOT AVAILABLE,STATE,OPEN,"0",ANNE ARUNDEL,"24003",USA,MEDIUM,-76.778852,39.143484,,0.460000000000000,6264.000000000000000,"0","0","0",0.000000000000000,"0","1",7.000000000000000,"0",7.450000047683720,
"1098","10000360",WALTON CORRECTIONAL INSTITUTION,691 INSTITUTION RD,DEFUNIAK SPRINGS,FL,"32433","1831",(850) 951-1300,STATE,OPEN,"1238",WALTON,"12131",USA,CLOSE,-86.103185,30.778680,0.720000000000000,0.300000000000000,5933.000000000000000,"0","0","2",2.000000000000000,"0","0",7.360000008344652,"0",8.000000238418584,
"1099","10000370",QUINCY ANNEX,2225 PAT THOMAS PKWY,QUINCY,FL,"32351","8645",(850) 627-5400,STATE,OPEN,"385",GADSDEN,"12039",USA,CLOSE,-84.589887,30.552905,0.880000000000000,0.390000000000000,5822.000000000000000,"0","0","9",4.000000000000000,"0","0",7.279999993064188,"0",8.099999904632570,
"1101","10002843",TRAVIS COUNTY UNIT,8101 FM 969,AUSTIN,TX,"78724","-999",(512) 926-4482,STATE,OPEN,"1085",TRAVIS,"48453",USA,MEDIUM,-97.646662,30.268888,0.570000000000000,0.820000000000000,8360.000000000000000,"0","0","1",1.000000000000000,"0","0",7.825000007947286,"0",7.900000095367430,
"1102","10006364",PHILADELPHIA CCC #2,407 NORTH 8TH STREET,PHILADELPHIA,PA,"19123","3907",(215) 560-3041,STATE,OPEN,"0",PHILADELPHIA,"42101",USA,MINIMUM,-75.151634,39.958899,0.040000000000000,0.680000000000000,3287.000000000000000,"0","0","0",0.000000000000000,"0","1",8.041735926316086,"0",8.199999809265140,
"1103","10002987",CARLIN CONSERVATION CAMP,124 SUZIE CREEK RD,CARLIN,NV,"89822","-999",(775) 754-6307,STATE,OPEN,"111",ELKO,"32007",USA,MINIMUM,-116.083772,40.728127,0.380000000000000,0.010000000000000,2025.000000000000000,"0","0","0",0.000000000000000,"0","0",4.078501613598305,"0",4.300000190734860,
"1106","10002988",HUMBOLDT CONSERVATION CAMP,8105 CONSERVATION RD,WINNEMUCCA,NV,"89446","-999",(775) 623-6530,STATE,OPEN,"122",HUMBOLDT,"32013",USA,MINIMUM,-117.921761,40.900215,0.440000000000000,0.030000000000000,5739.000000000000000,"0","0","0",0.000000000000000,"0","1",4.905644904638978,"0",4.850000143051150,
"1112","10003012",JEAN CONSERVATION CAMP,3 PRISON RD,JEAN,NV,"89019","-999",(702) 874-2509,STATE,OPEN,"184",CLARK,"32003",USA,MINIMUM,-115.315356,35.773193,0.860000000000000,0.010000000000000,934.000000000000000,"0","0","2",2.000000000000000,"0","0",5.404786509114956,"0",5.300000190734860,
"1113","10003002",PIOCHE CONSERVATION CAMP,1 HARDTIMES RD,PIOCHE,NV,"89043","-999",(775) 962-5125,STATE,OPEN,"213",LINCOLN,"32017",USA,MINIMUM,-114.417957,37.955821,0.570000000000000,0.000000000000000,2814.000000000000000,"0","0","0",0.000000000000000,"0","1",4.934281923536474,"0",5.199999809265140,
"1116","10002997",STEWART CONSERVATION CAMP,1721 SNYDER AVE,CARSON CITY,NV,"89702","-999",(775) 887-9310,STATE,OPEN,"357",CARSON CITY (CITY),"32510",USA,MINIMUM,-119.746854,39.106328,0.150000000000000,0.160000000000000,4854.000000000000000,"0","0","0",0.000000000000000,"0","0",5.292307688639714,"0",5.199999809265140,
"1117","10003006",THREE LAKES VALLEY CONSERVATION & BOOT CAMP,20825 COLD CREEK RD,INDIAN SPRINGS,NV,"89070","-999",(702) 879-5472,STATE,OPEN,"330",CLARK,"32003",USA,MINIMUM,-115.561132,36.514520,0.440000000000000,0.010000000000000,3718.000000000000000,"0","0","0",0.000000000000000,"0","1",6.133707863025452,"0",7.000000000000000,
"1118","10000261",FLORENCE MCCLURE WOMEN'S CORRECTIONAL CENTER,4370 SMILEY RD,LAS VEGAS,NV,"89115","1808",(702) 668-7200,STATE,OPEN,"991",CLARK,"32003",USA,CLOSE,-115.076968,36.257518,0.770000000000000,0.160000000000000,7246.000000000000000,"0","0","3",3.000000000000000,"0","0",7.322222232818604,"0",7.199999809265140,
