,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,geometry
513,514,10003144,ORLEANS CORRECTIONAL FACILITY,3531 GAINES BASIN RD,ALBION,NY,14411,9199,(585) 589-6820,STATE,OPEN,993.0,ORLEANS,36073,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/orleans-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/orleans-correctional-facility,MEDIUM,1502.0,0.0184631094989,{E191BA7F-A8A2-45F8-BCB7-460CBACBE2C3},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.018463109498940672,2.05944976959e-05,POINT (-78.22018537650352 43.243760592403554)
526,527,10003145,ALBION CORRECTIONAL FACILITY,3595 STATE SCHOOL RD,ALBION,NY,14411,9399,(585) 589-5511,STATE,OPEN,1083.0,ORLEANS,36073,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/albion-correctional-facility,2017-04-12 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/albion-correctional-facility,MEDIUM,1100.0,0.0273811486392,{330FFAC5-6C44-4909-9E9F-030DFA04B2FD},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.02738114863917593,2.83772259794e-05,POINT (-78.21490278731794 43.244950108128016)
527,528,10003227,QUEENSBORO CORRECTIONAL FACILITY,47-04 VAN DAM ST,LONG ISLAND CITY,NY,11101,3081,(718) 361-8920,STATE,OPEN,217.0,QUEENS,36081,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/queensboro-correctional-facility,2017-03-17 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/queensboro-correctional-facility,MINIMUM,424.0,0.00204471562249,{F4DE0422-7CF3-4EE8-9760-F4DC55CBBA83},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.002044715622488655,2.44646938413e-07,POINT (-73.93448221171296 40.74261079825104)
528,529,10003124,OGDENSBURG CORRECTIONAL FACILITY,ONE CORRECTION WAY,OGDENSBURG,NY,13669,2288,(315) 393-0281,STATE,OPEN,584.0,ST. LAWRENCE,36089,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/ogdensburg-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/ogdensburg-correctional-facility,MEDIUM,-999.0,0.0163854011313,{C799F6F1-E43F-466B-814B-0B945CE69B93},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016385401131337345,1.19184197185e-05,POINT (-75.44594023674452 44.7250282607246)
529,530,10003196,ULSTER CORRECTIONAL FACILITY,750 BERME RD,NAPANOCH,NY,12458,0800,(845) 647-1670,STATE,OPEN,785.0,ULSTER,36111,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/ulster-correctional-facility,2017-03-15 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/ulster-correctional-facility,MEDIUM,882.0,0.0164061621087,{D67BA7AC-10C3-44BC-9A4F-06764E1434C4},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016406162108733843,1.39268178031e-05,POINT (-74.35655138383004 41.74333049570666)
530,531,10003200,SULLIVAN CORRECTIONAL FACILITY,325 RIVERSIDE DR,FALLSBURG,NY,12733,0116,(845) 434-2080,STATE,OPEN,439.0,SULLIVAN,36105,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/sullivan-correctional-facility,2017-03-03 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/sullivan-correctional-facility,MAXIMUM,566.0,0.0117858066639,{0BEF49B3-4622-4AA2-B7E6-0AE2218F8DBB},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011785806663924365,9.25642864194e-06,POINT (-74.59005667424867 41.742929201492544)
547,548,10002298,ADULT DIAGNOSTIC AND TREATMENT CENTER,"8 PRODUCTION WAY, P.O. BOX 190",WOODBRIDGE,NJ,07095,-999,(732) 574-2250,STATE,OPEN,491.0,MIDDLESEX,34023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.state.nj.us/treasury/omb/publications/12budget/pdf/26.pdf",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,NOT AVAILABLE,512.0,0.0147319717401,{38DD3BDA-1E0E-451D-A53C-D65352153B6C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014731971740136284,5.48784618224e-06,POINT (-74.27158104034439 40.58959315717146)
551,552,10000760,LAKEVIEW SHOCK INCARCERATION CF - ANNEX,9300 LAKE AVE,BROCTON,NY,14716,-999,(716) 792-7100,STATE,OPEN,0.0,CHAUTAUQUA,36013,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,MEDIUM,160.0,0.0130952043732,{9C48C613-C790-4B77-AB12-0C783A554B92},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013095204373190084,7.93442212079e-06,POINT (-79.43758463182336 42.40443832967982)
556,557,10004018,BAYSIDE STATE PRISON,4293 RTE 47,LEESBURG,NJ,08327,-999,(856) 785-0040,STATE,OPEN,1143.0,CUMBERLAND,34011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.state.nj.us/corrections/pages/offender_stats.html,2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MEDIUM,-999.0,0.0192284975377,{79994A38-718E-4CC6-BC2E-FB6AF41B172A},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0192284975376948,1.74762864072e-05,POINT (-74.95144898868293 39.24379688779535)
557,558,10002305,BAYSIDE STATE PRISON - ANCORA,301 SPRING GARDEN RD,HAMMONDTON,NJ,08037,-999,(856) 785-0040,STATE,OPEN,254.0,CAMDEN,34007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.nj.com/politics/index.ssf/2017/02/christie_will_shut_down_250-inmate_nj_prison_unit.html",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MINIMUM,250.0,0.00515398382962,{8FCAA940-784A-41B4-BFA8-FC9C54C3D520},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005153983829619608,1.4254763567e-06,POINT (-74.86546268062516 39.68151637260263)
558,559,10003996,EAST JERSEY STATE PRISON,1100 WOODBRIDGE RD,RAHWAY,NJ,07065,-999,(732) 499-5010,STATE,OPEN,1203.0,MIDDLESEX,34023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.state.nj.us/treasury/omb/publications/12budget/pdf/26.pdf",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MAXIMUM,1227.0,0.0164466107578,{5496BF77-BBB4-4790-AD0E-527BF5E92186},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016446610757753808,1.12705459347e-05,POINT (-74.26959748632936 40.590564027878855)
559,560,10004002,CRAF JONES FARM,721 BEAR TAVERN RD,TRENTON,NJ,08628,-999,(609) 984-6000,STATE,OPEN,149.0,MERCER,34021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.state.nj.us/corrections/pages/offender_stats.html,2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MINIMUM,-999.0,0.00502498643898,{506E2C56-1D49-4BA7-84B5-D73FA378426E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005024986438976942,1.44170044571e-06,POINT (-74.8293138493896 40.2746448946457)
561,562,10003993,EDNA MAHAN CORRECTIONAL FACILITY FOR WOMEN,"30 COUNTY RD 513, P.O. BOX 4004",CLINTON,NJ,08809,-999,(908) 735-7111,STATE,OPEN,646.0,HUNTERDON,34019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.state.nj.us/treasury/omb/publications/12budget/pdf/26.pdf",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MAXIMUM,648.0,0.0188478490138,{0B1F1DD8-1FF2-4055-810B-080A80DC58C1},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.018847849013786264,2.42138694786e-05,POINT (-74.93457377601938 40.628886689565086)
566,567,10001516,MID-STATE CORRECTIONAL FACILITY,866 RANGE RD,WRIGHTSTOWN,NJ,08562,-999,(609) 723-4221,STATE,OPEN,-999.0,BURLINGTON,34005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.state.nj.us/corrections/pages/index.shtml,2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MEDIUM,696.0,0.00753746623348,{BE55936C-0013-42BF-8F05-A3C2FB1A300A},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007537466233477961,3.3506581403e-06,POINT (-74.58339291504974 39.99856357840414)
569,570,10004003,NEW JERSEY STATE PRISON,600 CASS ST,TRENTON,NJ,08608,-999,(609) 292-9700,STATE,OPEN,1587.0,MERCER,34021,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.state.nj.us/treasury/omb/publications/12budget/pdf/26.pdf",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MAXIMUM,1819.0,0.00916416444517,{CBF99673-BB99-4785-8137-E65DAC617D74},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.00916416444516745,5.06046292393e-06,POINT (-74.75636871948643 40.2072733504042)
570,571,10003990,NORTHERN STATE PRISON,168 FRONTAGE RD,NEWARK,NJ,07114,-999,(973) 465-0068,STATE,OPEN,2378.0,ESSEX,34013,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.state.nj.us/treasury/omb/publications/12budget/pdf/26.pdf",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MEDIUM,1530.0,0.0197777517545,{6A7E2582-B98D-44CE-AAAB-70365A1F74B7},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01977775175446197,1.11287465351e-05,POINT (-74.17351794409558 40.71279183951314)
586,587,10002281,CAYUGA CORRECTIONAL FACILITY,2202 STATE ROUTE 38A,MORAVIA,NY,13118,1150,(315) 497-1110,STATE,OPEN,926.0,CAYUGA,36011,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/cayuga-correctional-facility,2017-10-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/cayuga-correctional-facility,MEDIUM,1282.0,0.0224424679366,{556EA045-F3C0-4DA7-A4B6-6DA6148FC2D5},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.022442467936561357,1.9412947899e-05,POINT (-76.3961921041259 42.721999264017725)
587,588,10004916,RIVERSIDE RESIDENTIAL CENTER,1415 N PENNSYLVANIA ST,INDIANAPOLIS,IN,46202,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999.0,MARION,18097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.indy.gov/eGov/County/Corrections/Services/Residential/Pages/otherresidential.aspx,2019-12-11 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,NOT AVAILABLE,MINIMUM,124.0,0.00201727072461,{86FB5B46-5CFC-4FB6-B873-AF00354D8099},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0020172707246149165,1.16609996538e-07,POINT (-86.15535359280993 39.78646964788112)
615,616,10004241,FCI YAZOO CITY LOW CAMP,2225 HALEY BARBOUR PARKWAY,YAZOO CITY,MS,39194,-999,(662) 751-4800,FEDERAL,OPEN,179.0,YAZOO,28163,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/yaz/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2020-01-07 00:00:00+00:00,https://www.bop.gov/locations/,MINIMUM,256.0,0.00283293810653,{AFB9D85D-9B61-4C35-8764-7BF940AD74AA},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.002832938106526501,2.43164857528e-07,POINT (-90.42556404447271 32.87896417044238)
619,620,10006598,ANN KLEIN FORENSIC CENTER,STUYVESANT AVENUE,WEST TRENTON,NJ,08628,-999,(609) 633-0900,STATE,OPEN,193.0,MERCER,34021,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/humanservices/dmhas/resources/services/treatment/mh_hospitals.html, http://www.state.nj.us/humanservices/dmhas/resources/services/treatment/akfc_census.html",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,NOT AVAILABLE,200.0,0.00743583374168,{D5321C5C-BE93-4EE8-98C6-1C95EADB6F87},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0074358337416832974,2.49000438815e-06,POINT (-74.80188507020452 40.24705062863717)
630,631,10000754,FIVE POINTS CORRECTIONAL FACILITY,6600 STATE ROUTE 96,ROMULUS,NY,14541,-999,(607) 869-5111,STATE,OPEN,1259.0,SENECA,36099,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/five-points-correctional-facility,2016-04-08 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,http://www.doccs.ny.gov/faclist.html,MAXIMUM,1587.0,0.0248094347795,{DA7F943B-482F-49BB-A56F-2CA7F4B08D23},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.02480943477951495,3.20656375365e-05,POINT (-76.84040039352026 42.71197818804587)
631,632,10003235,MCC NEW YORK,150 PARK ROW,NEW YORK,NY,10007,-999,(646) 836-6300,FEDERAL,OPEN,767.0,NEW YORK,36061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/nym/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.bop.gov/locations/,MAXIMUM,474.0,0.00218716531408,{95701C60-932E-4915-8E1A-FBEF483F5358},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0021871653140821986,2.4432722201e-07,POINT (-74.00156285025038 40.71320853199043)
632,633,10006320,QUEENS DETENTION FACILITY,182-22 150TH AVENUE,JAMAICA,NY,11413,-999,(718) 553-5420,FEDERAL,OPEN,-999.0,QUEENS,36081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/FacilityDetail/FacilityID/73,2017-10-09 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.geogroup.com/Locations,NOT AVAILABLE,222.0,0.00392233870063,{2E24CECD-323F-4269-B933-D1E1C562FF27},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.003922338700633405,5.86458324392e-07,POINT (-73.76508562795854 40.65690674026396)
635,636,10000763,SHAWANGUNK CORRECTIONAL FACILITY,200 QUICK RD,WALLKILL,NY,12589,0750,(845) 895-2081,STATE,OPEN,541.0,ULSTER,36111,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/shawangunk-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/shawangunk-correctional-facility,MAXIMUM,575.0,0.0123974006736,{E42279CA-3DE3-4CC2-89A8-418BA27B77E0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012397400673605927,9.32627344073e-06,POINT (-74.16317191157941 41.63647320009975)
636,637,10001496,ALTONA CORRECTIONAL FACILITY,555 DEVILS DEN RD,ALTONA,NY,12910,3000,(518) 236-7841,STATE,OPEN,739.0,CLINTON,36019,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/altona-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/altona-correctional-facility,MEDIUM,512.0,0.0120572153109,{62C3C48A-DAB0-4896-9A98-CB26CDEBED9B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012057215310884573,8.34003757344e-06,POINT (-73.65994966708487 44.8913211811275)
640,641,10004921,FCI TERRE HAUTE,4200 BUREAU RD N,TERRE HAUTE,IN,47808,-999,(812) 238-1531,FEDERAL,OPEN,966.0,VIGO,18167,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/tha/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://www.bop.gov/locations/,MEDIUM,966.0,0.0169480061626,{94B8D981-872A-430B-81E6-55240B60173B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.016948006162556897,1.63675001591e-05,POINT (-87.45117206786922 39.41702845008311)
643,644,10004923,USP TERRE HAUTE,4700 BUREAU RD S,TERRE HAUTE,IN,47802,-999,(812) 244-4400,FEDERAL,OPEN,1355.0,VIGO,18167,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/thp/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,https://www.bop.gov/locations/,MAXIMUM,1355.0,0.0178084559833,{2D798A39-D652-478E-BC25-6BDBB462D11B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017808455983316887,1.63767427201e-05,POINT (-87.45452497921279 39.40758138933357)
645,646,10001504,GREEN HAVEN CORRECTIONAL FACILITY,594 STATE ROUTE 216,STORMVILLE,NY,12582,0010,(845) 221-2711,STATE,OPEN,2038.0,DUTCHESS,36027,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/green-haven-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/green-haven-correctional-facility,MAXIMUM,2232.0,0.0190737903094,{AE8B31B3-6FD4-4EE8-AFD2-F6E9625B0F62},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.019073790309446323,2.12854892124e-05,POINT (-73.71652394029942 41.580369529154254)
647,648,10005600,INDIANA STATE PRISON ISO,201 WOODLAWN AVENUE,MICHIGAN CITY,IN,46360,-999,(219) 874-7258,STATE,OPEN,280.0,LAPORTE,18091,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2413.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,MEDIUM,385.0,0.00428224747037,{E20EDC5D-BF42-4F0E-A0FB-4F6A6B8507FB},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004282247470369848,9.71310244828e-07,POINT (-86.91784693977357 41.70140741445396)
648,649,10003140,WASHINGTON CORRECTIONAL FACILITY,72 LOCK 11 LANE,COMSTOCK,NY,12821,0180,(518) 639-4486,STATE,OPEN,868.0,WASHINGTON,36115,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/washington-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/washington-correctional-facility,MEDIUM,924.0,0.0280946916266,{CF9E4A9F-4DFF-44A3-B400-976279DD9822},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.028094691626584956,2.60541944395e-05,POINT (-73.42953484884458 43.46844862957454)
649,650,10001065,INDIANA WOMEN'S PRISON,2596 GIRLS SCHOOL ROAD,INDIANAPOLIS,IN,46214,-999,(317) 244-3387,STATE,OPEN,609.0,MARION,18097,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2412.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,MAXIMUM,2300.0,0.0151469369826,{0A208029-4705-4798-B0C0-FEB6271EAD3D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.015146936982585207,1.09307622293e-05,POINT (-86.29189794803567 39.80094018585251)
653,654,10003141,GREAT MEADOW CORRECTIONAL FACILITY,11739 STATE ROUTE 22,COMSTOCK,NY,12821,0051,(518) 639-5516,STATE,OPEN,1649.0,WASHINGTON,36115,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/great-meadow-correctional-facility,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/great-meadow-correctional-facility,MAXIMUM,-999.0,0.0149220041939,{B1D9E0EE-D5D0-4921-A503-F87A5256ACFD},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014922004193874995,1.29533860737e-05,POINT (-73.43299875297579 43.45758749023024)
658,659,10003128,CLINTON CORRECTIONAL FACILITY - ANNEX,1074 RT. 374,DANNEMORA,NY,12929,-999,(518) 492-2511,STATE,OPEN,839.0,CLINTON,36019,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/clinton-annex,2015-11-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/clinton-annex,MAXIMUM,828.0,0.0136963465949,{7A7C4408-B7DD-4D80-839F-3780502A6A4D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013696346594905566,1.07725979308e-05,POINT (-73.71711291516495 44.7248493227445)
659,660,10000745,AUBURN CORRECTIONAL FACILITY,135 STATE ST,AUBURN,NY,13024,9000,(315) 253-8401,STATE,OPEN,1601.0,CAYUGA,36011,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/auburn-correctional-facility,2017-03-10 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/auburn-correctional-facility,MAXIMUM,1766.0,0.0173798472632,{F248C086-B09C-4AAB-A338-3C8177236381},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017379847263171253,1.00591793932e-05,POINT (-76.5742254595823 42.93458853315957)
663,664,10000744,CAPE VINCENT CORRECTIONAL FACILITY,36560 STATE ROUTE 12E,CAPE VINCENT,NY,13618,0599,(315) 654-4100,STATE,OPEN,856.0,JEFFERSON,36045,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/cape-vincent-correctional-facility,2016-09-21 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://doccs.ny.gov/location/cape-vincent-correctional-facility,MEDIUM,882.0,0.0222083657427,{5C706A7E-DDC7-4954-90EB-882150E2DD3D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.022208365742657356,2.3949278425e-05,POINT (-76.18797616246749 44.1978332132865)
665,666,10004895,CHAIN O'LAKES CORRECTIONAL FACILITY,3516 E 75 SOUTH,ALBION,IN,46701,-999,(260) 636-3114,STATE,OPEN,119.0,NOBLE,18113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2400.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,MINIMUM,125.0,0.00696527524428,{15BC39D7-3CC6-43B2-88B2-B1B28F46A228},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006965275244280818,1.80261837074e-06,POINT (-85.35310253361737 41.3370102762505)
666,667,10004920,EDINBURGH CORRECTIONAL FACILITY,"P.O. BOX 470, 23RD & SCHOOLHOUSE RD",EDINBURGH,IN,46124,-999,(812) 526-8434,STATE,OPEN,315.0,JOHNSON,18081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/2399.htm,2017-10-01 00:00:00+00:00,IMAGERY/OTHER,2019-12-11 00:00:00+00:00,http://www.in.gov/idoc/2332.htm,MINIMUM,344.0,0.0174499296816,{F1671522-D767-41A5-A056-D664AB55EDDF},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01744992968161352,1.46544447085e-05,POINT (-86.03860270764908 39.35145302128373)
